q0p0;q0p1;q1p0;q1p1;s02;s03;s12;s13
35;19;36;24;-15;-20;-4;-1
44;4;2;29;-9;-14;-20;0
25;23;15;44;-1;-15;-13;-13
30;32;45;29;-16;-14;-11;-20
40;10;39;28;-11;-15;-7;-11
22;1;18;11;0;-6;-1;-18
33;44;16;45;-8;-8;-19;-12
14;41;14;16;-16;-3;-13;-8
5;34;39;32;-15;-5;-19;-1
18;5;29;42;-18;-5;-6;-14
36;17;48;15;-18;-20;-20;-18
19;33;1;22;-9;-17;-9;-4
37;30;8;14;-20;-17;-1;-20
44;27;38;16;-6;-1;-20;-5
26;15;23;41;-14;0;-17;-8
45;12;19;33;-9;-13;-18;-4
17;5;4;34;-4;-3;-15;-11
11;30;9;5;0;-15;-3;-1
41;30;33;40;-2;-7;0;-2
5;42;32;7;-17;-12;-20;-4
15;26;30;33;-17;-12;-3;-1
7;42;43;5;-5;-14;-3;-9
30;7;47;16;-3;-7;-14;-4
43;45;33;42;-19;-3;-20;-17
18;2;25;6;-20;-13;-18;-2
27;27;15;2;-8;-3;-9;-15
47;49;14;11;-3;-13;-2;-6
8;39;1;33;-5;-19;-4;-9
37;15;18;43;-17;-5;-20;-4
30;10;24;13;-3;-20;-2;-17
38;3;41;17;-2;-4;-8;-2
36;22;40;8;-10;-10;-14;-2
17;3;20;10;-1;-17;-8;-17
32;21;25;41;-1;-8;-16;-9
35;7;0;3;-20;-12;-17;-2
15;29;4;18;-14;-1;-18;-4
18;18;42;8;-2;-12;-8;-2
38;49;19;43;-10;-15;-10;-20
7;21;33;15;-16;-13;-8;-18
47;6;47;30;-18;-12;-3;-16
30;27;47;3;-14;-12;-19;-4
25;38;2;26;-5;-4;-10;-18
13;44;0;34;-14;-10;-15;-4
21;29;48;28;-8;-1;-4;-2
45;45;29;41;-9;-19;0;-7
21;48;19;27;-17;-8;-20;-2
8;6;31;43;0;-4;-11;-10
45;7;23;16;-20;-14;0;-7
3;41;12;46;-17;-5;-3;0
23;5;17;14;-8;-6;-16;-6
27;18;28;48;-10;-11;-19;-14
27;8;41;27;-15;-19;0;-17
9;33;39;31;-10;-16;0;-3
21;27;2;19;-4;-18;-13;-3
32;31;46;10;-16;-9;-2;-15
41;20;3;25;-9;-10;-6;-10
1;11;18;3;-11;-19;-19;-7
33;24;46;36;-10;-9;-18;-8
4;18;27;43;-1;-14;-17;-8
5;28;39;23;-1;-17;0;-16
0;6;39;36;-1;-6;-4;-1
18;14;7;33;-15;-19;-3;-11
22;15;44;44;-3;0;-9;-6
47;25;33;39;-12;-1;-17;-7
37;24;48;34;-10;-8;-13;-14
48;28;23;48;-2;-15;-15;-7
6;19;17;44;-5;-9;-9;-7
5;26;40;25;-10;-16;-11;-18
44;27;34;32;0;-3;0;-7
10;41;31;33;-20;-14;-7;-6
47;25;13;35;-13;-8;-16;-12
7;39;22;28;-3;-8;0;-15
45;9;6;18;-4;-3;-9;-5
37;41;4;10;-5;-2;-10;0
23;11;19;11;-1;-17;-7;-19
37;2;10;37;-19;-6;-13;-17
26;30;41;33;-7;-20;-7;-11
18;23;18;38;-13;-11;-19;-1
10;32;7;2;-8;-12;-18;-5
5;26;25;33;-11;-17;-17;-9
40;0;17;41;-14;-19;-14;-2
44;6;29;31;-18;-13;-7;-3
37;15;25;21;-16;-4;-9;-9
49;35;42;4;-17;-20;-3;-16
35;9;18;38;-11;-16;-12;-19
34;41;14;2;-2;-19;-5;-20
37;48;44;1;-2;-14;-1;-19
47;28;20;7;-11;-16;-14;-11
33;49;5;37;-1;-19;0;-2
31;35;21;43;-17;-1;-19;-14
24;4;14;32;-19;-3;-12;-15
32;10;17;10;-5;-20;-16;-10
47;34;4;25;-13;-3;-20;-19
45;42;48;19;-11;-1;-16;-8
22;13;29;19;-18;-18;-20;-19
21;12;22;2;-15;-15;-12;-13
13;46;31;36;-20;-9;-13;-11
39;17;20;42;-2;-2;-2;-18
3;5;15;30;-18;0;-13;-8
47;22;32;16;-12;0;-13;-1
28;47;13;37;-15;-13;-6;-17
39;13;34;11;-9;-2;-2;-4
33;39;1;1;-17;-2;-9;-15
45;13;37;14;-6;-3;-20;-11
45;47;47;34;-17;-11;-11;-20
18;15;12;13;-15;-15;-11;-7
17;43;34;44;-19;-14;-9;0
44;10;13;33;-4;-14;-3;-12
31;34;34;47;-4;-11;-8;-1
19;32;24;22;-9;-14;-12;0
32;34;44;4;-9;-11;-11;-13
6;45;9;43;-10;-12;-13;-6
24;35;35;19;-19;-14;-2;-4
12;18;14;27;-17;-20;-13;-7
5;28;6;42;-2;-11;-20;-8
48;12;33;31;-18;-18;-8;-11
17;37;11;44;-15;-9;-14;-20
31;46;31;18;-10;-6;-1;-10
25;0;41;26;-9;-13;-1;-1
1;17;41;9;-14;-14;-11;-11
48;9;33;33;-2;-6;-12;-17
9;48;29;19;-19;-18;-2;-7
12;2;19;32;-17;-3;-1;-19
37;34;47;43;-18;-9;-12;-3
21;35;20;18;-11;-12;-8;-20
47;7;29;36;-12;-19;-8;-18
14;29;20;34;-20;-9;-19;-20
39;29;19;44;-10;-3;0;-16
37;32;34;37;-7;0;-3;-12
26;21;37;22;-1;-1;-5;-1
40;6;15;25;0;-17;-5;-6
18;46;19;39;-16;-18;-17;-3
19;1;44;47;-1;-9;-14;-20
18;5;44;26;-4;-14;-10;-15
39;31;49;10;-9;-20;-1;-12
28;44;5;29;-16;-4;-2;-18
19;38;7;25;-12;-20;-11;-4
47;22;24;13;-12;-10;0;-3
38;15;46;33;-5;-5;-19;-8
16;26;46;32;-11;-6;-13;-20
17;10;42;37;-1;-9;-12;-18
47;41;9;46;-11;-2;-10;-4
36;46;13;22;-12;-9;-9;-5
38;34;46;39;-16;-12;-6;-2
35;35;32;0;-18;-16;-1;-4
33;41;16;7;-5;-7;-7;-1
48;16;44;33;-3;-2;-6;-5
7;17;2;18;-3;-17;-10;-1
3;34;34;23;-16;-13;-3;-9
0;27;29;40;-18;-6;-17;0
23;33;26;36;-10;-15;-16;-19
49;24;29;47;-2;-16;0;-3
9;13;17;42;-18;-10;-13;-7
31;49;39;16;-7;-2;-18;-6
48;15;5;35;-19;-7;-18;-18
38;1;13;46;-3;-15;-12;-8
12;22;26;45;-16;-13;-3;-11
22;5;49;49;-12;-4;-10;-20
21;42;33;47;-16;-3;-2;-1
39;34;43;44;-9;-14;-10;-10
17;3;30;2;-2;-10;-2;-11
42;7;31;27;-1;-6;-1;-12
7;13;33;13;-19;-4;-16;-18
8;1;3;25;-9;-5;-10;-5
47;34;9;43;-9;-13;-9;-20
5;15;42;21;-7;-15;0;-4
9;2;37;18;-18;-12;-18;-9
7;29;33;42;0;-19;-2;0
15;44;0;5;-6;-15;-11;-8
5;4;4;12;-4;-13;-7;-7
0;5;27;39;-18;-9;-13;-18
16;42;9;11;-14;-5;-14;-8
31;29;1;11;-2;-19;-9;-8
41;38;2;24;-4;-12;-3;-20
28;43;33;43;-20;-7;-8;-11
0;14;24;7;-14;-17;-12;-1
44;5;15;37;-18;-9;-9;-19
25;3;49;35;-3;-5;-18;0
43;2;35;1;-15;-2;-15;-16
11;5;48;38;0;-16;-5;0
23;12;0;8;-5;-3;-6;-8
43;8;45;21;-4;-8;-7;-12
8;9;43;13;-4;-16;-1;-6
7;19;15;40;-19;-17;-5;-17
9;42;7;8;-13;-7;-13;-3
0;36;27;13;-20;-9;-9;-5
35;39;5;0;-17;-18;-14;-8
6;10;25;16;-20;-18;-10;-5
6;3;19;36;-1;-13;-13;-4
33;3;22;25;-19;-1;-1;-12
48;8;35;32;-3;-5;-15;-4
12;47;0;45;-14;-15;-3;-19
31;16;38;49;-5;-20;-6;-19
29;26;41;6;-10;-6;-6;-6
3;29;16;20;-9;-14;-7;-14
0;5;16;37;-16;-7;-13;-17
9;5;7;17;-6;-1;-20;-12
5;33;15;10;-1;-6;-3;-10
46;41;21;7;-13;-16;0;-12
9;42;33;22;-17;-3;-10;-20
17;17;17;49;-5;-6;-11;-8
38;35;22;37;-17;-5;-17;-14
41;4;48;22;-7;-13;-7;-10
18;22;22;36;-5;-11;-15;-7
39;31;36;40;-6;-8;-12;-10
0;15;3;10;-10;-18;-7;-6
23;23;2;24;-8;-13;0;-1
42;11;26;17;-7;-13;-2;-16
35;35;16;31;-10;-19;-10;-3
41;19;15;1;-19;-5;-16;-14
6;8;40;9;-14;-5;-4;-9
36;44;27;30;-6;-1;0;-15
45;0;5;26;-2;-10;-5;-8
4;4;28;15;-6;-18;-14;-19
13;44;41;18;-18;-7;-14;-18
37;35;45;20;-5;-10;-3;-4
40;0;49;3;-12;-17;-2;-1
7;47;24;28;-17;-8;-3;-18
40;17;23;22;-16;-14;-6;-8
25;2;41;12;0;-8;-2;-5
19;47;22;7;-6;-17;-14;-9
12;23;1;6;-15;-8;-3;-17
3;30;47;1;-17;-12;-18;-10
10;9;2;29;-18;-17;-12;-8
7;30;30;29;-6;-10;-19;-11
23;1;1;37;-20;-14;-11;-1
21;33;48;21;-6;-10;-14;-15
8;33;21;48;-7;-19;-4;-5
9;22;18;19;-2;-20;-8;-15
15;23;28;41;-9;-7;-11;-7
15;6;46;48;-11;-14;-18;-7
27;14;40;14;-19;-15;-2;-19
0;1;6;32;0;-10;0;-8
39;20;11;27;-7;-4;-19;-20
35;23;45;45;-16;-11;-10;-6
48;34;43;43;-4;-3;-17;-19
2;3;21;16;0;-6;-14;-5
46;4;34;9;-5;-19;-17;-1
40;18;19;42;-8;-9;0;-10
32;26;18;6;-13;-10;-5;-5
26;38;30;31;-20;-7;-9;-17
1;31;40;20;-6;-20;-4;-16
14;48;3;6;-3;-7;-9;-14
27;21;27;34;-12;-17;-18;-18
45;6;23;27;-14;-1;-16;-8
49;44;17;32;-14;-6;-6;-11
26;49;11;27;-8;-19;-5;-9
31;28;23;44;-1;-11;0;-10
38;15;22;36;-19;-4;-2;-20
31;12;34;18;-2;0;-17;-13
28;18;34;44;-10;-6;-3;-19
36;33;33;19;-15;-11;-14;-19
11;3;48;16;-12;-3;-12;-8
48;39;14;24;-14;-14;-13;-5
25;4;23;3;-7;-9;-2;-4
19;2;18;47;-2;-3;-2;-16
4;17;45;34;-11;-8;-11;-14
6;0;2;35;-7;-16;-3;-6
42;36;43;6;-18;-5;-16;-16
48;20;17;33;-1;-11;-14;-17
40;46;43;35;-8;-10;-16;-4
0;43;19;6;-16;-13;-6;-6
44;19;48;44;-3;-8;-17;-12
39;22;19;22;-13;-2;-2;-14
17;32;4;49;-18;-7;0;-16
22;30;34;45;-18;-18;-19;-13
10;9;17;25;-15;-5;-16;-15
36;24;17;11;-6;-11;-14;-1
19;10;18;11;-16;-19;-6;-19
21;35;12;34;-3;-5;-3;-1
27;16;24;24;-11;-20;-14;-12
17;2;15;13;-16;-14;-3;-11
28;25;16;7;-13;-20;-2;-12
14;42;17;9;-20;-11;-11;-3
9;46;42;13;0;0;0;-8
29;21;30;0;-10;-3;-8;-2
33;45;17;0;-18;-10;-9;-18
14;37;41;8;-17;-7;-16;-14
40;23;47;46;-9;-10;-16;-20
31;33;19;8;-20;-13;-20;-15
44;46;30;49;-12;-20;-3;-9
36;5;1;35;-9;-12;-12;-16
44;30;17;44;-17;-7;-16;-5
22;17;7;40;-3;-12;0;-8
1;1;39;31;-14;-16;-6;-3
29;22;33;46;0;-13;0;-16
9;45;14;8;-15;-7;-17;-17
5;15;31;43;-19;-2;-14;-16
0;10;4;19;-17;-1;-1;-18
11;13;37;5;-14;-17;-3;-18
19;34;5;28;-10;-1;0;-8
27;20;42;49;-5;-11;-5;-8
30;3;38;22;-7;-16;-17;-6
18;47;49;38;-7;-2;-1;-19
34;45;11;11;-20;-13;-1;-20
26;40;27;36;-17;-7;-20;-15
21;4;39;49;-15;-1;-11;-2
49;12;0;47;-6;-12;-10;-12
22;19;28;12;-13;-2;-15;-20
49;33;28;11;-7;-5;-7;-8
5;21;29;42;-1;-18;-17;-4
43;42;0;31;0;-8;-13;-14
20;7;33;25;0;-19;-5;-7
18;36;19;5;-12;-14;0;-4
49;11;36;37;-18;-17;-19;-2
20;30;10;14;0;-15;-6;-11
30;6;5;39;-17;-15;-12;-11
33;34;38;40;-18;0;-6;-15
5;41;12;21;-3;-19;-5;-2
16;46;33;36;-5;-9;-4;-5
24;35;18;41;-12;-4;-9;-4
16;33;2;1;-16;-17;-8;-19
3;43;34;7;-14;-12;-8;-10
25;19;34;30;0;-12;-8;-3
26;4;41;18;-6;-1;-16;-15
13;48;23;25;-10;-6;-10;-5
4;12;12;18;-18;-16;-11;-13
13;17;22;21;-14;-19;0;0
0;32;1;27;-18;-12;-14;-6
21;19;21;15;0;-15;-7;-11
24;49;11;27;-12;-19;-1;-18
8;9;36;31;-15;-12;-17;-14
34;33;3;2;-1;-19;-6;-5
13;22;14;17;-10;-11;-16;-15
11;30;35;17;-1;-1;-1;-10
36;37;16;32;-15;-9;-5;-20
1;23;17;9;-5;-15;-4;-8
17;21;39;20;-15;-16;0;-7
6;24;28;28;-1;-7;-7;-20
14;16;12;4;-17;-9;0;-12
20;20;15;45;-5;-9;-10;-5
10;46;15;47;-7;-16;-19;-7
35;19;2;40;-3;-10;-13;-10
45;35;11;2;-8;-14;0;-19
29;8;6;5;-20;-17;-14;-6
10;35;4;5;-15;-20;-14;-7
34;20;18;25;-12;-19;-2;-1
14;31;16;12;-1;-14;-9;-2
17;42;15;26;-4;-11;-14;-8
4;45;26;42;-1;-2;-16;-3
13;1;1;12;-4;-11;-19;-18
10;48;17;48;-13;-13;-11;-1
21;46;12;38;-17;-2;-5;-11
46;40;35;26;-14;-4;-1;-1
14;39;48;10;-10;-15;-3;-16
3;25;17;33;-10;0;-17;-4
27;36;28;18;-13;-17;-1;-3
22;42;34;23;-18;-7;-15;-12
31;44;44;49;-16;-9;-18;-19
45;0;33;21;-20;-16;-7;-15
37;33;30;17;-8;-10;-9;-16
7;43;45;10;-14;-19;-2;-4
35;17;26;23;-7;-7;-14;-15
8;1;31;43;-14;-16;-16;-1
40;22;49;22;-18;-15;-7;-8
24;26;48;47;-3;-9;-15;-3
14;37;26;17;-15;-2;-17;-19
7;5;34;15;-2;-5;-6;-1
39;11;3;21;-16;-3;-8;-12
16;28;47;40;-11;-7;-20;-6
40;32;30;43;-5;-20;-14;0
43;33;11;17;-3;-13;-9;-17
47;32;22;20;-12;-14;-11;-5
17;25;29;20;-17;-3;-10;-3
11;25;49;13;-14;-14;-1;-4
5;4;26;16;-5;-6;-12;-13
36;42;11;26;-9;0;-17;-1
0;14;19;2;-15;-16;-10;-14
42;30;18;32;-10;-13;-2;-2
5;8;14;7;-19;-10;-13;-11
21;7;23;41;-13;-3;-1;-8
4;9;23;11;-15;-11;-14;-10
8;19;9;6;-4;-1;-12;-9
13;41;38;31;-2;-3;-2;-12
32;9;14;48;-4;-16;-6;-17
32;17;12;21;-1;-4;-11;-2
13;44;28;13;-6;0;-11;0
23;30;24;45;-15;-12;-17;-1
11;43;36;36;-11;-9;-9;-19
30;31;33;47;-14;-4;-17;-3
5;8;49;19;-12;-12;-5;-19
34;44;35;45;-9;-6;-3;-18
38;46;2;3;-19;-12;-7;-5
12;28;10;43;-16;-10;-17;-8
38;12;47;0;-3;-1;-19;-10
20;3;10;15;-13;-19;-6;-13
35;8;38;32;-14;-19;-15;-9
17;20;12;37;-1;-14;-3;-2
43;10;14;16;-9;-16;0;-10
20;20;30;27;-10;-14;-10;-13
37;3;5;44;-2;-11;0;0
25;15;12;7;-13;-9;-2;-19
14;41;6;38;-18;-15;-16;-18
37;44;35;47;0;-15;-6;-11
33;36;44;4;-10;-16;-17;-8
40;25;20;16;-16;-9;-13;-8
26;46;24;12;-1;-4;-2;-8
43;17;31;3;-15;-15;-15;-10
31;27;42;43;-2;-9;-14;-11
20;27;10;3;-16;0;-8;-9
29;2;32;22;-8;-8;-19;-8
29;22;23;2;-20;-14;-3;-5
40;23;48;18;-9;-10;-20;-8
40;48;35;28;-5;-8;-18;-8
25;27;24;4;-12;-3;-12;-20
33;32;26;3;-15;-4;-17;-10
13;11;48;28;-19;-4;-10;-5
45;29;22;19;-4;-14;-15;-20
16;5;25;42;-9;-16;-5;-20
29;18;34;15;-12;-8;-6;-19
2;24;9;33;-14;-10;-12;-10
19;7;6;40;-4;-16;-7;-20
46;2;29;0;-14;-19;-5;-16
23;27;0;19;-6;-10;-15;-5
22;44;40;15;-6;-20;-19;-12
37;47;40;26;-17;-2;-13;0
33;2;4;23;-15;-2;-20;0
11;2;5;13;-20;-11;-16;-18
38;6;25;25;-5;-2;-16;-14
48;44;18;15;-4;-11;-9;-1
19;28;24;26;-9;-19;-17;-10
19;47;47;23;-1;-14;-5;-7
24;12;11;5;-16;-7;-13;-10
9;27;40;10;-5;-18;-10;-12
21;37;38;41;-16;-9;-16;-2
38;12;23;3;-20;-4;-3;-15
13;8;45;11;-7;-17;-16;-2
34;0;6;15;-14;-13;-2;-13
31;19;0;35;0;-10;-10;-11
31;16;32;42;-13;-19;-1;-1
16;1;3;48;-7;-20;-1;-5
10;6;20;2;-8;-15;-9;-18
47;15;1;43;0;-18;-18;-11
18;46;27;14;-7;-1;-4;-2
8;14;31;31;-1;-9;-1;-2
42;29;2;32;-9;-10;-2;-12
11;4;32;22;-11;-10;-7;-2
6;40;41;7;-7;-12;-11;-16
8;30;48;9;-20;-1;-6;-19
10;44;45;38;-20;-17;-17;-6
9;5;46;4;-11;-14;-13;-18
30;45;25;21;-20;-2;-7;-17
21;16;44;42;-14;-1;-3;-14
33;15;2;15;-15;-14;-7;-18
5;39;31;32;-19;-6;-15;-2
47;19;3;4;-8;-8;-7;-11
23;37;42;47;-3;-4;-18;-16
6;7;47;27;-13;-7;-12;-9
10;4;47;48;0;-17;-2;-4
19;42;0;27;-2;-14;-8;-3
45;46;43;47;-17;0;-16;-6
45;39;28;1;-16;-2;-8;-1
45;45;31;39;-7;-6;-15;-19
2;46;14;32;-20;-1;-17;-20
16;36;1;36;-13;-8;-17;-11
22;45;19;3;0;-16;-1;-8
6;10;19;44;-3;-9;-11;-10
32;0;0;46;-8;-14;-2;-10
0;11;7;16;-3;-11;-18;-5
2;14;11;21;-17;-3;-7;-6
14;12;18;10;-10;-3;-10;0
36;0;17;5;-4;-18;-14;-19
41;38;45;17;-4;-5;-16;-1
41;41;34;44;-19;-8;-12;-7
43;44;20;32;-2;-2;-11;-4
18;5;41;28;0;-4;-15;-5
35;37;5;25;-16;-5;-18;-10
18;8;0;3;-7;-1;-11;-14
4;40;18;14;-4;-5;-7;-15
9;15;44;20;-16;-17;-3;-5
31;9;25;15;-10;-5;-4;-16
49;22;40;38;-11;-4;-10;-8
5;1;48;30;-1;-6;-15;-6
43;42;26;10;0;-1;-14;-2
44;47;0;33;0;-13;-12;-16
10;20;22;47;-3;-15;-11;-14
30;3;44;37;-14;-5;-8;-10
25;17;29;20;0;-11;-19;-15
29;47;18;6;-8;-12;-7;-12
49;30;40;40;-20;-15;-3;0
19;46;46;32;-17;-6;-18;-13
8;33;39;32;-12;-13;-2;-1
43;20;13;8;-3;-17;-8;-7
3;47;3;22;-9;-6;-2;-19
39;39;38;16;-20;-5;-11;-20
43;39;8;26;-3;-3;-4;-14
18;8;3;27;-7;-14;-2;-13
29;8;37;47;-19;-1;-13;-5
31;2;16;43;-8;-7;-4;-6
29;37;26;38;0;-2;-18;-9
40;46;5;43;-8;-16;-17;-3
0;20;9;39;-5;-6;-20;-8
27;20;3;26;-16;-19;-19;-17
42;3;49;21;-3;-11;-9;-12
2;9;29;33;-4;-16;-1;-5
36;28;23;11;-13;-3;-18;-16
44;26;41;37;-2;-14;0;-12
11;32;39;31;-11;-3;-1;-3
27;16;13;28;-3;-9;-2;-12
29;36;21;35;-8;-2;-1;-19
2;32;30;49;-10;-5;-13;-15
26;2;5;22;-13;-14;-20;-18
43;6;29;34;-13;-8;-13;-6
29;29;10;48;-16;-18;-4;-16
36;8;20;44;-17;-18;-3;-9
28;18;35;24;-2;-14;-2;-20
24;10;30;39;-7;-2;0;-20
7;39;45;46;-13;-14;-1;-6
26;24;0;7;-6;-4;-18;-19
43;25;8;38;-4;-9;0;-6
44;46;6;40;-15;-15;-8;-16
34;29;18;1;-12;-10;-6;-9
44;23;12;28;-5;-11;-20;-13
2;21;12;34;-2;-5;-17;-8
28;30;22;18;-19;-16;-4;-11
12;36;14;31;-17;0;-17;-4
14;33;0;27;-1;-9;-8;-6
46;12;14;12;-4;-5;-14;-10
13;44;39;38;-10;-20;-5;-19
33;27;30;20;-2;-2;-19;-10
11;26;48;48;-6;-4;-11;-15
42;2;34;29;-15;-15;-10;-14
26;9;25;29;-15;-17;-1;-18
44;36;17;2;-1;-7;-1;-14
18;19;10;14;-10;-13;-1;-5
19;38;33;17;-13;-4;-2;-1
40;28;25;9;-7;0;-15;-15
10;10;23;46;-15;-5;-13;-7
31;23;1;45;-14;-8;-20;-13
3;49;5;31;-1;-11;-14;-14
12;41;31;14;-19;-5;-11;-12
21;19;30;42;-15;-9;-1;-20
6;14;23;32;-11;-11;-20;-16
3;9;43;33;-6;0;-15;-10
9;37;18;8;-11;0;-1;-3
41;24;36;39;-4;-20;-12;-14
29;37;19;9;-9;-2;-6;-6
22;17;13;49;-19;-7;-10;-6
25;20;39;3;-5;-7;-2;-8
21;30;40;27;-15;-14;-5;0
35;41;7;18;-19;-14;-18;-14
36;8;48;9;-20;0;-3;-12
13;39;30;3;-16;-10;-17;-18
33;28;43;1;-19;-8;-13;-5
24;22;33;25;-19;-8;-13;-4
18;29;7;5;-9;-16;-8;-19
12;2;27;33;-15;-1;-16;-13
26;48;17;45;-17;-13;-11;-2
38;32;23;24;-1;0;-7;-8
10;39;2;13;-11;-16;-12;-5
11;22;28;33;-19;-15;-4;-20
41;18;1;13;-4;-14;-1;-10
41;23;3;24;0;-4;-7;-12
47;10;13;47;-15;-5;-13;-2
39;43;5;47;-17;-5;-19;-19
23;14;14;30;-8;-6;-14;-7
20;48;4;37;-1;-14;-16;-10
3;25;39;43;-5;-13;-9;-16
10;25;9;14;-2;-13;0;-4
17;20;27;35;-3;-16;-14;-20
4;11;5;49;-10;0;-12;-11
33;47;1;15;-1;-8;-4;-10
4;38;33;42;-13;-8;-12;-5
7;2;25;27;-5;-4;-18;-8
24;43;45;23;-3;-5;-12;-3
47;28;5;49;-7;-7;-15;-11
18;24;1;39;-1;-14;-10;-4
31;23;36;40;-20;-2;-2;-17
22;30;38;27;-12;-9;-7;-9
17;44;6;44;-16;-16;-15;-12
12;0;21;9;-14;0;-3;-10
11;46;49;29;-11;-3;-7;-4
0;40;35;14;0;-10;-13;-9
8;40;12;17;-3;-4;-13;-10
29;35;37;47;-4;-5;-9;-16
33;25;3;5;-11;-9;-5;-5
16;27;31;19;-16;-9;0;-12
21;45;16;41;-8;-3;-14;-4
47;21;17;14;-11;-19;-11;-3
21;3;20;27;-7;-14;-3;-10
17;49;23;17;-19;-19;-16;-11
2;18;11;17;-8;-16;-20;-13
31;34;16;3;-6;-13;-5;-14
19;47;37;7;-15;-16;-11;-4
17;33;40;35;-6;-10;-16;-19
32;18;32;7;-13;-9;-20;-15
3;4;29;21;-16;-19;-16;-19
17;0;40;38;-3;-12;-18;-15
26;3;29;41;-11;-15;-4;-5
22;47;15;28;-11;-15;-11;-10
10;7;27;0;-18;-1;-7;0
46;15;36;0;-18;-11;-2;-14
29;3;25;9;0;-10;-14;-18
42;48;23;27;-1;-20;-17;-9
15;1;47;36;-1;-15;-9;-7
48;22;41;40;-17;-20;-12;-14
35;45;44;10;-20;-3;-13;-13
37;3;36;43;-19;-13;0;0
33;26;38;17;-6;-9;-7;-11
19;6;25;0;-8;-19;-12;-17
2;42;14;14;-8;-15;-19;-17
32;32;14;14;-1;-9;-4;-16
38;16;30;9;-17;-9;-4;-5
31;19;8;24;-16;-4;0;-3
31;44;28;40;-7;-17;-18;-2
3;16;39;38;-17;-18;-8;-1
42;8;0;42;-12;-4;-13;0
43;5;24;43;-20;-1;-3;-2
34;19;11;36;-11;-1;0;-2
31;8;28;22;-13;-4;-20;-10
20;34;1;12;-8;-14;-7;-19
27;6;31;41;-2;-9;-7;-13
40;48;40;26;-15;-1;-11;0
47;11;45;34;0;-7;0;-14
40;49;20;6;-19;-11;-10;-4
39;22;12;23;-11;-20;-20;0
39;5;14;18;-20;-11;-11;-15
19;36;15;32;-10;-12;-14;-17
10;21;35;46;-17;-20;-19;-20
8;1;49;45;-15;-4;-10;-12
40;40;27;22;-12;-3;-12;-9
13;10;42;24;-5;-10;-18;-14
0;41;1;16;-4;-13;-20;-8
29;5;46;21;-4;-7;-8;-8
43;3;34;1;-15;-5;-15;-20
23;9;13;14;-16;-18;-5;-16
42;37;21;20;-2;-1;-13;-5
22;18;16;28;0;-4;-19;-13
15;10;6;29;-13;-5;-17;-11
0;1;27;36;-13;-18;0;-6
9;27;36;40;-11;-19;-18;0
44;35;34;21;-12;-17;-5;-19
33;27;11;40;-2;0;0;-3
10;35;48;4;-18;-1;-2;-2
13;39;20;9;0;-16;0;-14
11;37;42;20;-9;-8;-8;-6
33;35;41;32;-13;-2;-18;0
23;41;15;20;-19;-10;-14;-2
28;9;43;17;-12;-20;-5;-5
30;4;15;38;-10;-13;-2;-9
1;39;45;11;-18;-16;-14;-18
22;36;35;23;-8;-14;-19;-14
45;26;36;33;-19;0;-20;-6
30;43;43;35;-12;-13;-5;0
22;7;48;48;-6;-9;-12;-7
15;24;11;16;-12;-20;-10;-13
7;35;16;11;-11;-20;0;-17
48;9;34;34;-15;-18;-20;-13
20;11;13;19;-19;-7;-12;-17
43;48;39;10;-13;-6;-16;-7
28;40;41;42;-18;-8;-3;-7
35;30;42;29;-9;-11;-17;-7
49;14;17;9;-14;-8;-1;-7
42;44;29;23;0;-9;0;-19
20;31;37;15;-10;-6;0;-8
6;6;12;49;-20;-10;-17;-8
21;43;46;42;-2;-16;-17;-1
8;31;6;10;-12;-18;-17;-18
17;15;21;0;-8;-12;-4;-3
6;48;15;8;-11;-4;-5;-1
0;40;40;49;-19;-17;-14;-8
15;8;18;38;-14;-4;-1;-7
23;34;23;6;-5;-20;-20;-19
22;17;45;42;0;-9;-14;-4
10;16;34;46;0;-17;-11;-8
7;18;2;1;-2;-15;-19;-19
8;1;22;14;-12;-13;-4;-18
21;30;25;40;-6;-10;0;-1
47;13;34;19;-8;-2;-15;-9
7;41;21;12;-7;-2;-14;-7
0;26;12;28;-19;-13;-17;-5
42;30;24;5;-2;-4;-13;-18
31;22;27;10;-20;-12;-11;-16
26;26;2;31;-2;-7;-13;-1
32;48;49;34;-20;-20;0;-4
41;2;10;28;-12;-16;-7;-18
19;18;23;43;-19;-1;-4;-18
26;33;7;42;-20;-11;-2;-17
36;12;20;39;-6;-8;-5;-20
12;39;7;10;-15;-16;-16;-19
37;22;7;11;-13;-7;0;-7
42;3;5;34;0;-6;-4;-17
20;36;34;21;-9;0;-16;-4
15;6;7;9;-18;-11;-14;-3
23;1;31;14;-18;-16;-9;-14
15;19;41;42;-20;-16;-10;-15
33;25;29;28;-4;-1;-15;-2
41;40;23;27;-20;-6;-17;-1
4;6;5;15;-6;-9;-2;-19
19;12;37;10;-7;-14;-14;-19
35;8;29;22;-13;-10;-10;-14
29;1;17;40;-7;-20;-16;-10
25;44;28;10;-8;-10;0;-3
48;14;31;8;-5;-9;-11;-3
8;32;31;20;-1;-3;-19;-20
14;24;3;6;-16;-10;-2;-16
4;28;49;40;-13;-3;0;-6
39;29;26;6;-9;-15;-3;-15
19;35;48;17;-19;-5;-1;-13
10;27;27;15;0;-20;-16;-8
34;13;48;28;-1;-15;-20;-5
27;38;32;21;-17;-9;-10;-7
11;47;19;14;-12;-9;-18;-1
35;13;44;44;-2;-3;-16;0
3;17;43;6;-13;-16;-7;-16
