q0p0;q0p1;q1p0;q1p1;s02;s03;s12;s13
3;26;44;38;-8;-18;-19;-9
16;47;9;41;-20;-4;-2;-20
12;25;18;43;-5;-1;-7;-3
39;12;42;24;-11;-7;-20;-8
24;33;49;10;-1;-17;-4;-9
0;45;20;12;-17;-3;-19;-5
44;18;27;21;-14;-2;-11;-18
47;35;37;6;-3;-2;-8;-7
46;42;16;13;-1;-2;-20;0
43;29;8;17;-19;-16;-9;-14
15;33;42;29;-14;-5;-4;-14
40;16;45;26;-4;-11;-8;-9
48;31;2;3;-14;0;0;-9
44;12;36;4;-5;-8;-8;-6
17;46;30;8;-10;-19;-2;-5
14;15;31;34;-13;-16;-19;0
14;22;24;23;-2;-17;-6;-9
11;40;1;5;-18;-5;-15;-16
16;26;1;41;-3;-6;-12;-17
49;19;4;36;-1;-18;0;-10
30;37;17;25;-9;-15;-7;-18
35;23;0;8;-4;-18;-11;-8
18;44;17;11;-7;-11;0;-12
31;48;1;3;-10;0;-5;-10
48;1;15;45;-10;-16;-13;-20
18;11;31;41;-6;-9;-11;-18
9;28;31;36;-2;-2;-13;-2
14;38;28;4;-2;-2;-4;-13
5;17;31;3;-12;-19;-6;-6
17;43;6;14;-7;-13;-11;-5
39;49;39;9;-15;-10;-19;-8
46;25;33;3;-9;-7;-1;-14
5;44;9;43;-17;-15;-19;-1
35;7;30;15;-14;-14;-4;-2
28;13;32;4;-7;-3;-3;-6
27;23;46;12;-4;-8;-18;-17
3;22;46;47;-19;-12;-4;-2
42;26;45;23;-10;-6;-3;0
19;35;22;5;-17;-6;-8;-6
13;19;19;5;-19;-16;-11;-15
29;49;3;20;0;-4;-10;-7
6;39;43;47;-5;-9;-17;-15
49;24;13;35;-2;-15;-4;-9
45;2;22;24;-7;-3;-1;-19
41;33;28;12;-6;-8;-10;-12
22;24;19;35;-11;-5;-4;-7
23;15;41;34;-6;-9;-11;-19
44;47;27;45;-7;-7;-12;0
35;18;15;20;-20;-11;-20;-4
10;13;48;49;-5;-4;-10;-20
45;48;10;43;-5;-9;-12;-9
11;23;13;2;-20;-16;-16;-15
19;30;0;6;-8;-10;-5;-10
45;14;39;8;-17;-14;-10;-17
37;3;4;12;-2;-9;-18;-11
19;29;38;34;-1;-13;-19;-11
23;13;20;4;-12;-16;-7;-14
19;47;11;38;-17;-6;-17;-17
29;12;27;18;-9;0;-11;-11
21;15;38;43;-20;-11;-19;-18
6;1;5;21;-1;-17;-19;-17
34;24;10;39;-1;-3;-17;-1
41;2;34;21;-8;-18;-6;-12
13;16;34;0;-11;-12;-12;-11
27;16;37;40;-4;0;-3;-5
9;43;41;29;-20;0;-13;-18
14;23;44;11;-4;-20;-20;-20
20;20;1;9;-14;-7;-4;-7
37;47;2;34;-2;-17;-5;-16
2;41;24;12;-7;-3;-7;-18
25;4;3;29;-6;-1;-4;-6
14;9;42;33;-12;-14;-7;-9
6;27;15;8;-12;-2;-20;-14
44;41;23;42;-12;-7;-15;-19
16;37;5;47;-10;-1;-8;-17
22;24;34;12;-15;-19;-4;0
24;2;15;41;-11;-9;-12;-15
48;47;1;18;0;0;-16;0
3;3;47;40;-5;-17;-20;0
7;18;37;4;-15;-10;-9;-1
42;15;31;20;-14;-16;-12;-18
37;48;30;49;-20;-6;-8;-8
37;11;23;36;-7;-5;-12;-15
40;18;5;30;-13;-11;-13;-18
0;19;4;20;-16;0;-20;-11
12;47;6;18;-15;-17;-13;-19
43;22;34;26;-15;-19;-1;-12
16;6;6;45;-1;-2;-16;-14
37;12;24;8;-7;-11;-16;-15
16;27;19;22;-3;-16;-17;-8
29;45;5;40;-20;-20;-4;-9
27;31;33;29;-14;-19;-18;-13
5;28;8;17;-4;-14;-20;-7
35;11;20;27;-11;-5;-15;-11
18;4;18;45;-10;-17;-18;-20
42;33;22;1;-17;-11;-1;-13
19;18;43;36;-3;-9;-13;-11
4;39;1;14;-18;-19;-1;-15
30;29;48;28;-18;-14;0;-16
8;7;28;3;-8;0;-17;-1
27;6;11;17;-13;-12;-18;-1
25;44;42;0;-3;-2;-13;-7
7;48;42;3;-4;-16;-12;-18
24;37;41;4;-16;-16;-13;-8
11;39;6;6;-16;-18;-20;-13
17;49;12;8;-9;-12;-18;-2
30;21;23;6;-20;-19;-7;-3
38;14;21;20;0;-20;-14;-10
18;45;46;48;-12;-18;-2;-17
3;39;39;27;-2;-19;-8;-15
14;15;46;3;-13;-9;-15;-1
31;30;4;7;-1;-14;-18;-9
47;27;43;47;-18;-12;-10;-10
21;3;42;36;-2;-4;-1;-1
20;46;25;12;-15;-10;-11;-12
18;30;44;3;0;-15;-7;-7
28;28;2;24;-3;-15;-15;-20
25;48;25;46;-3;0;-9;-19
23;28;25;11;-17;-15;-17;-18
47;43;26;21;-2;-13;-19;-11
8;46;38;39;-7;-19;-14;-5
4;8;28;49;-17;-5;-13;-18
6;47;31;17;-20;-1;-12;-7
39;17;22;2;-9;0;-13;-2
28;18;25;29;-4;-14;-4;-12
15;0;45;44;-14;-18;-17;-17
30;27;11;15;-10;-17;-5;-2
29;4;4;44;-13;-9;-6;-10
40;12;46;40;-12;-6;-15;-4
24;33;48;32;-13;-5;-10;-17
5;39;30;26;-14;0;-7;-16
49;25;22;32;-14;-14;-9;-9
13;49;27;37;-7;-18;-7;-14
15;0;20;15;-11;-19;-1;-19
34;1;29;39;-4;-10;-3;-1
13;22;34;39;-14;-20;-15;-1
24;11;1;38;-13;0;-11;-5
4;20;2;37;-1;-1;-20;-5
46;11;4;27;-4;-3;-8;-19
48;39;2;15;0;-5;-13;-4
0;35;4;30;-1;-3;-18;-3
24;20;16;26;-9;-6;-11;-12
9;37;34;3;-19;-6;-12;-11
13;18;31;24;-3;-17;-2;-16
1;48;33;22;-18;0;-19;-17
43;6;4;43;-8;-7;-13;-2
18;13;23;35;-5;-17;-5;-9
14;6;46;35;-16;-19;-18;-11
0;25;43;6;-19;-5;-17;-19
14;11;19;15;-20;-15;-10;-1
19;40;24;2;-8;-9;-2;-12
18;44;1;19;-13;-10;-14;-15
35;19;28;23;-11;-6;-11;-4
35;42;39;12;-11;-1;-8;-18
9;14;13;44;-14;-11;-4;-11
1;37;35;36;-5;-17;0;-16
27;38;37;37;-17;-17;-11;-6
5;16;42;37;-15;-14;-16;-1
30;15;6;48;0;0;-20;-20
37;47;8;17;-10;-14;-19;-19
28;40;28;13;-20;-13;-8;-8
13;0;26;36;-3;-14;-18;-1
33;16;43;20;-13;-19;-15;-1
30;2;47;22;-15;-16;-14;-11
29;6;11;0;0;-4;-16;-13
35;11;46;49;-11;-3;0;-18
5;22;48;28;-3;-5;-4;-3
10;33;47;30;-9;-4;-14;-6
4;0;4;19;0;-19;-7;-1
15;49;32;42;-8;-9;-16;-20
7;27;37;1;-7;-6;-6;-11
46;24;41;47;-1;-1;-11;-11
4;0;22;27;-7;-11;-19;-12
18;41;42;4;0;0;-11;-4
38;43;21;3;-17;-19;-19;-4
25;49;6;21;-18;-4;-15;-8
41;48;6;25;-9;-4;-14;-20
47;49;30;43;-11;-9;-17;-6
36;31;8;42;-11;-10;-16;-19
24;33;25;5;-13;-9;-14;-3
27;13;42;49;-20;-2;-16;-1
30;28;29;37;-18;-19;0;-12
2;37;2;25;-4;-14;-8;-20
49;15;20;6;-15;-9;-10;-11
25;32;13;30;-9;-10;-5;-16
15;47;10;32;-10;-17;-9;-1
10;2;14;43;-14;-10;-2;-16
1;18;13;25;-11;-15;-5;-7
49;0;5;32;-6;-10;-11;-9
30;42;39;19;-4;-13;-2;-13
36;16;44;41;-2;-14;-20;-10
46;7;23;39;-6;-9;-9;-14
7;40;35;8;-20;-2;-18;0
8;36;44;40;-12;-8;-1;-17
17;23;18;20;-3;-9;-18;-14
40;40;5;24;-20;-17;-19;-15
20;4;23;32;-11;-19;-8;-9
37;19;49;19;-14;-14;-7;-15
20;6;11;18;-6;-14;-5;-9
11;18;42;40;-19;-13;-1;-13
4;15;3;24;-2;-8;-15;-4
20;4;21;0;-10;-1;-3;-19
9;34;28;43;-7;-18;-4;-1
18;40;39;9;-9;-15;-18;-3
36;22;18;17;-11;-3;-6;-20
29;2;15;10;-14;0;-8;-8
26;2;3;10;0;-16;-8;-19
1;46;34;20;-11;-10;-10;-8
30;48;9;36;-10;-11;-17;-19
48;32;37;15;-13;-6;-15;-14
8;40;44;8;-15;-19;-14;-5
6;25;17;31;-19;-8;-14;-10
31;13;6;17;-15;-6;-10;-4
31;37;39;5;-8;-5;-16;-6
21;19;35;27;-17;-16;-12;-13
18;43;12;43;-2;-15;-16;-2
37;10;13;34;-16;0;-4;-15
34;48;47;1;-18;-9;-1;-16
22;31;32;8;-2;-19;-20;-11
11;40;25;42;-9;-1;-15;-5
40;40;26;22;-16;-19;-2;-11
40;49;36;47;-15;-4;-8;-15
0;34;39;31;-14;0;-11;-17
9;3;35;34;-11;-12;-7;-2
34;14;20;0;-16;-4;-3;0
16;21;42;0;-13;-15;-16;-17
43;3;45;15;-6;-13;-18;-2
47;9;26;47;-7;-20;-1;-13
39;12;3;18;-14;-4;-17;-8
30;17;7;3;-11;-14;-17;-7
16;23;9;40;-8;-12;-14;-18
18;24;48;15;-19;-15;-11;-14
14;43;41;25;-8;-12;-14;-12
35;14;47;11;-14;-1;-14;-2
2;18;30;5;-1;-11;-16;-1
28;13;43;20;-4;-8;-5;-15
8;18;8;24;-20;-15;-7;-9
10;42;1;12;-10;-17;-13;-4
18;39;3;48;-17;-13;-13;-12
20;15;29;7;-3;-2;-9;-9
28;32;32;2;-1;-7;-7;0
12;10;45;4;-6;-8;-16;-8
36;0;17;20;-14;-19;-2;-6
43;43;9;8;-4;-8;-12;-18
1;27;38;9;-20;-1;-15;-11
47;48;3;45;-20;-15;-18;0
13;22;1;21;-4;-17;-16;-12
28;15;11;3;-1;-11;-15;-18
47;38;27;28;-18;-6;-8;-10
31;42;47;13;-9;-12;-14;-3
11;8;11;46;-12;-14;-15;-4
22;32;35;2;-15;-18;-3;-14
36;14;15;33;-2;-10;-11;-17
10;15;7;35;-5;-8;-2;-5
33;31;46;4;-11;-16;-3;-7
26;10;17;47;-12;-12;-6;-5
23;23;28;23;-1;-12;-14;-16
1;24;35;36;-1;-6;-6;-9
13;15;4;31;-4;-7;-4;-13
0;26;29;37;-4;-12;-16;-10
19;43;13;18;-6;-13;-5;-16
46;25;32;30;-20;-13;-10;-18
41;9;1;18;-11;-5;-3;-16
33;17;29;28;-2;-14;-12;-8
7;29;4;11;-1;-5;-11;-13
42;44;43;7;-17;0;-12;-20
34;25;8;20;-15;-6;-12;-15
0;36;47;23;-3;-5;-14;-13
16;47;30;10;-18;-19;-3;-4
35;45;34;43;-13;-5;-16;-14
48;32;10;32;-11;-17;-3;-9
49;36;34;24;-17;-13;-17;-17
4;19;36;2;-14;-8;0;-19
4;26;8;37;-20;-14;-1;-18
9;44;45;17;-8;-3;-16;-19
30;4;36;20;-2;-1;-18;-10
13;7;18;36;-12;-5;-17;-13
27;5;48;31;-17;-19;-14;-10
42;2;37;9;-3;0;-4;-2
38;34;10;10;-18;-20;-12;-6
24;24;48;11;-7;-19;-13;-2
45;8;26;1;-17;-4;-8;-11
26;31;47;2;-13;-11;-8;-9
23;38;31;26;-7;-7;-16;-3
48;47;29;4;-17;-2;-9;-18
41;1;42;21;-6;-5;-13;-16
40;16;32;48;-15;0;-6;-1
39;31;4;35;-8;-8;-4;-15
41;17;18;40;-4;-7;-3;-12
30;15;20;34;-18;-10;-1;-20
46;22;49;28;0;-6;-8;-4
7;36;3;14;-8;-18;-9;-6
39;26;40;40;-14;-9;-9;-9
6;45;27;13;-17;-5;-16;-10
48;20;20;8;-13;-3;-11;-8
11;6;33;39;-18;-8;-20;-15
36;4;13;2;-17;-12;-2;-14
20;6;9;41;-14;-8;-7;-4
3;20;42;16;-15;-20;-9;-12
32;14;10;33;-20;0;-8;-17
46;29;7;41;-20;-8;-1;-10
43;40;25;19;-17;-10;-7;-10
6;18;0;22;-16;-10;-1;-13
2;16;28;38;-10;-19;-5;-15
16;40;42;5;-4;-10;-20;-17
7;20;0;46;-15;-19;-8;-5
8;11;40;42;-6;-20;-20;-6
27;44;43;32;-12;-11;-7;-18
10;4;11;2;-6;-19;-17;-15
6;26;12;46;-3;-10;-15;-14
33;46;4;19;-6;-1;-6;-8
49;25;39;21;-20;0;-18;-10
43;6;41;25;-2;-3;0;-4
34;4;13;6;-10;-4;-17;-19
21;13;26;9;-1;-15;-10;-12
26;42;19;46;-1;-11;-20;-17
40;41;42;38;-6;-10;-1;-16
9;28;20;2;-18;-9;-1;-8
22;34;20;11;-10;-15;0;-6
31;22;41;10;-12;-8;-14;-15
7;8;21;43;-2;-16;-8;-1
0;16;9;47;-3;-14;-18;-17
20;30;34;14;-19;-18;-10;-20
42;19;0;3;-12;-14;-14;-18
39;40;2;19;-19;-16;-14;0
14;24;31;25;-19;-11;-13;-19
11;49;5;12;-2;-17;-6;-19
8;13;27;10;-2;-15;-3;-19
33;38;34;5;-12;-18;-12;-20
18;45;27;41;-1;-18;-20;-5
23;38;0;39;-11;-20;-17;0
34;14;13;42;-14;-13;-15;-12
7;19;45;15;-19;-16;-4;-18
43;3;13;35;-2;-12;-5;-14
18;13;20;34;-17;-4;-13;0
27;9;46;26;-4;-11;-11;-12
31;4;46;48;-16;-17;-1;-13
14;43;45;2;-11;-16;-6;-15
36;25;46;39;-13;-19;-18;-17
34;41;36;1;-3;-1;-9;-6
25;7;30;18;-11;-9;-19;-13
1;9;43;29;-20;-13;-3;-7
31;21;24;6;-8;-14;-17;-18
9;42;35;39;-11;-18;-10;-1
38;34;4;42;-1;-8;-12;-4
15;34;16;23;-20;-10;-5;-1
19;20;19;20;-17;-10;-14;-18
2;3;22;10;-4;0;-1;-3
16;21;27;4;-13;-13;-17;-14
31;16;5;21;-11;-1;-1;-11
8;24;18;0;-5;-12;-11;-9
33;5;26;9;-19;-2;-2;0
42;24;24;15;-5;-11;-4;-18
33;13;26;19;-1;-11;-2;-16
8;18;17;39;-19;-20;-13;-15
4;38;12;11;-9;-6;-1;-15
14;3;25;2;-18;0;-8;-12
6;14;41;4;-10;-14;-7;-16
38;37;14;48;-15;-16;-18;-15
14;30;1;46;-17;-18;-1;-12
28;12;37;15;-13;-4;-7;0
22;5;6;5;-9;-14;-11;-7
43;41;39;40;-13;-1;-17;-12
6;25;18;15;-11;-4;-16;-16
2;37;29;15;-3;-8;-11;-17
8;18;46;40;-16;-12;0;-14
49;49;32;35;-14;-1;-11;0
26;44;46;26;-14;-13;-10;-5
29;42;47;18;-9;-14;-11;-7
17;16;29;22;-17;-1;-14;-15
11;11;16;42;-16;-18;-8;-13
33;24;18;2;-8;-4;-16;-10
7;35;5;24;-6;-19;-15;-12
12;46;14;8;0;-13;-8;-10
32;32;22;39;-10;-2;-8;-1
12;38;30;5;-19;-6;-5;-18
46;48;12;19;-16;-14;-6;-2
0;22;42;6;-8;-17;-11;-1
46;2;35;44;-2;-2;-3;-1
20;9;26;0;-8;-5;-2;-19
42;3;20;8;-6;-15;-8;-20
35;46;19;19;-6;-11;-1;-6
10;8;5;25;-18;-3;-15;-10
48;30;10;24;-17;-1;-6;-5
31;40;28;49;-2;-10;-6;-1
49;34;31;20;-19;-4;-11;-12
30;18;20;29;-18;-12;-12;-6
46;38;31;40;-16;-9;-13;-14
23;14;35;49;-14;-2;-14;-12
11;21;10;28;-14;-17;-11;-10
17;2;22;24;-3;-9;-14;-11
34;17;13;46;-17;-14;-8;-15
6;31;45;5;-9;-3;-1;-5
36;0;38;44;-10;-7;-6;-11
20;49;17;16;-7;-9;-9;0
29;26;49;31;-2;-9;-20;-10
31;17;14;33;-16;-19;-13;-13
11;19;17;31;-15;-16;-7;-5
12;14;37;35;-13;-6;-4;-15
17;24;12;22;-20;-5;-9;-16
19;46;47;40;-4;-4;-9;-12
47;15;8;36;-18;-9;-17;-1
5;4;47;8;-5;-19;-8;-14
20;32;37;24;-16;-5;-3;-5
6;40;9;47;-17;-16;-5;-6
30;38;39;19;-20;-9;-4;-14
26;13;22;12;-17;-18;-9;-8
8;6;16;36;-20;-10;-19;0
6;38;42;26;-20;-1;-10;-19
22;28;35;12;-12;-14;-14;-13
26;32;20;1;-10;-1;-1;-12
1;29;17;39;-11;-16;-19;0
30;11;31;27;-14;-18;-2;-3
11;2;32;18;-17;-12;-17;-10
45;17;5;9;-7;-8;-18;-13
48;29;23;11;-4;0;-16;-2
18;16;29;42;-7;-1;-11;-9
41;20;12;6;-9;0;-15;-11
8;42;17;15;-2;-13;0;-8
49;6;35;47;0;-19;-1;-15
22;4;36;21;-8;-20;-10;0
36;24;29;16;-20;-19;-7;-14
20;4;32;44;-7;-3;-13;-19
2;8;20;41;-8;-1;-1;-7
29;40;14;21;-5;-7;-20;-1
3;33;25;8;-17;-19;-10;-20
31;41;37;36;-2;-8;-4;-12
42;27;23;23;-11;-6;-8;-19
34;47;30;19;-17;-7;-15;0
5;13;42;39;-19;-16;-6;-17
8;35;38;9;-9;-16;-16;-7
24;9;34;19;-5;-6;-15;-4
13;10;11;15;-5;0;-9;-12
35;40;9;2;-19;-13;-9;-19
48;45;17;48;-11;-18;-15;-4
23;5;27;29;-4;-16;-7;-10
18;27;9;14;-19;-14;-9;-16
34;19;40;43;-13;-11;-11;-12
30;40;24;46;-11;-18;-16;-10
18;19;26;13;-8;-17;-13;-16
39;11;32;45;-5;-7;-9;-19
17;48;44;34;-6;-13;-3;-8
25;23;24;45;-7;-1;-5;-11
42;47;23;39;-19;-10;-18;-8
24;11;37;49;-7;-3;-11;-9
29;3;37;37;-7;-14;-15;0
16;9;9;17;-15;-14;-10;-10
47;17;5;13;-19;-2;0;-13
15;33;38;33;-11;-19;-10;-4
15;26;8;44;-3;-14;-19;-8
36;26;31;34;-9;-3;-17;-13
9;19;0;40;-18;-7;-11;-14
26;20;20;16;-19;-4;-2;-5
46;34;21;23;-6;-18;-16;-2
28;44;7;21;-6;-12;-16;-14
12;24;42;34;-7;-16;-2;-2
12;41;24;13;-5;-3;-13;-11
18;29;29;14;-13;-14;-6;-19
49;44;22;31;-16;-12;-6;-15
42;27;30;14;-1;-4;-18;-16
19;14;5;18;0;-7;-4;-11
20;46;29;14;-5;-2;-7;-15
31;4;28;29;-15;-18;-11;-8
37;6;7;16;0;-11;-12;0
43;38;9;49;-13;-17;-1;-8
32;38;35;37;-8;-3;-9;0
28;0;25;4;-18;-1;-19;-7
16;48;22;8;0;-17;-1;-7
6;34;2;12;-8;0;-12;-17
28;42;11;42;-18;-12;-8;-3
37;38;45;45;-20;-16;0;-2
16;26;32;15;-2;-12;-5;-17
23;19;26;35;-4;-19;-9;0
31;25;13;7;-8;-7;-15;-9
10;41;25;0;-10;-6;-20;-17
17;37;44;14;-3;-16;-12;-2
5;35;44;15;-11;-1;-16;-19
19;8;18;6;-14;-2;-1;-6
15;26;49;43;-17;-7;-5;-12
8;10;25;22;-15;-10;-15;-14
43;9;28;2;-14;0;-16;-11
25;43;10;37;-16;-16;0;-13
34;20;20;23;-11;-13;-15;-16
41;21;48;24;-9;-7;-7;-2
9;25;29;23;-6;-17;-15;-11
26;44;41;37;-16;-17;-3;-18
5;26;36;31;-5;-9;-2;-17
28;46;24;12;-1;-20;0;-9
11;40;42;25;-11;-18;-18;-4
0;42;11;8;-6;-16;-16;-18
41;21;35;16;-14;-11;-19;-14
46;24;34;23;0;-16;-15;-11
3;9;43;44;-12;-6;-5;-2
9;45;21;28;-7;-12;-9;-6
44;41;46;42;-3;-7;-15;-12
40;36;15;25;-20;-18;0;-2
8;41;46;4;-17;-10;-8;-17
0;34;21;5;-10;-11;-8;-20
43;43;24;36;-17;-14;-9;-15
24;0;30;22;-20;-5;-7;-11
14;10;43;31;-11;-4;-3;-12
43;26;21;4;-15;-3;-12;-16
10;44;24;0;-6;-9;-14;-19
11;22;15;44;-1;-10;-14;0
32;29;41;17;-17;-8;-18;-7
20;42;42;7;-3;-5;-12;-18
2;31;15;37;-13;-14;-13;-15
23;46;35;16;0;-11;-14;-12
3;38;18;18;-18;-2;-16;-8
22;33;32;0;-15;-16;-9;-20
49;17;37;36;-8;-14;-7;-4
23;36;16;7;-17;-17;-15;-10
9;20;39;22;-5;-6;-8;-17
39;2;23;7;-11;-6;-17;-6
32;28;42;28;-18;-15;-17;-19
20;34;39;42;-3;-5;-1;-19
16;26;26;26;-10;-5;-13;-9
7;23;37;31;-5;-12;-1;-6
15;23;0;38;-4;-5;-7;-18
29;2;48;21;-6;-20;0;0
35;44;27;42;-6;0;-11;-20
24;33;20;5;-8;-15;-9;-20
36;45;31;2;-11;-3;-8;-13
45;39;17;46;-12;-7;-8;-10
34;0;9;29;-7;-3;-4;-18
33;24;17;12;-14;-11;-15;-18
32;14;2;11;-13;-2;-5;-4
38;38;39;12;-15;-18;-18;-12
17;46;0;20;-3;-20;-2;-13
5;8;22;42;-14;-4;-14;-14
43;18;16;9;-16;-20;-17;-15
17;43;26;18;-18;-17;-19;-11
14;24;20;0;-9;-16;-6;-11
26;33;42;36;-7;-3;-17;-7
42;21;5;15;-7;-17;-3;-11
34;11;18;43;-6;-10;-17;-6
13;0;42;11;-10;0;-15;-8
26;43;12;9;-11;-5;-13;-10
6;20;21;16;-18;-12;-11;-2
10;41;25;15;-6;-14;-15;-19
45;18;37;18;-2;-18;-2;-12
20;47;27;26;-16;-8;-17;-12
1;1;9;47;-10;-7;-11;0
10;19;41;36;-20;-4;-6;-19
40;43;49;14;-3;-7;-2;-19
4;47;41;31;-2;-3;-13;-8
33;7;4;1;-6;-5;-2;-15
30;14;47;49;-18;-1;-5;-20
30;48;42;30;-7;-14;-6;-15
25;49;19;36;-3;-12;-11;-2
38;31;5;15;-4;-1;-12;-6
29;26;10;37;-3;-1;-17;-11
27;7;4;47;-18;-3;-1;-13
4;47;37;10;-4;-11;-14;-12
30;9;29;25;-18;-4;-3;-1
17;3;7;43;-13;-20;-15;-2
7;49;10;43;-15;-20;-1;-18
13;23;27;27;-13;-15;-17;-19
43;33;21;48;-3;-15;-4;-1
23;6;39;27;-12;-11;-7;-4
35;40;49;23;-2;-13;-16;-17
7;34;25;6;-1;-18;-9;-7
27;17;24;18;-5;-10;-3;-19
25;30;25;44;-17;-13;-5;-16
27;23;43;44;-20;0;-14;-15
42;9;14;41;-17;-15;-11;-4
24;3;33;40;-1;-4;-15;0
35;20;46;43;-2;-2;-15;-20
16;8;49;38;-17;-16;-7;-8
12;15;9;16;-11;-15;-3;-13
13;42;5;39;-14;-14;-16;-2
40;33;16;2;-13;-1;-16;-17
6;16;32;40;0;-13;-20;-9
41;20;48;30;-13;-18;-2;-8
9;6;42;38;-15;-20;-14;-17
29;42;5;18;-5;-5;-12;-15
20;20;33;35;0;-5;-17;-6
13;42;3;33;-7;-7;-20;-16
5;1;8;10;-5;-9;-11;-5
6;11;46;32;-20;-12;-14;-10
28;24;7;18;-1;-16;-5;-12
22;31;25;26;-7;-12;-19;-2
12;30;27;41;-12;-18;-10;-13
28;32;20;9;-19;-13;-1;-12
38;11;30;18;0;-17;-4;-2
46;20;42;4;-7;-7;-17;-11
23;29;27;1;-2;-18;-11;-6
0;31;4;29;-6;-11;-9;-5
7;25;29;34;-1;-20;-12;-4
27;30;19;38;-10;-2;-4;-4
21;0;17;11;-16;-1;-4;-9
15;5;30;9;-2;0;-9;-17
45;33;19;13;-16;-13;-15;-1
14;31;29;48;-20;-13;-9;0
33;12;35;12;-5;-18;-3;-11
29;23;25;47;-20;-8;-3;-15
2;23;41;13;-20;-14;-15;-18
48;34;15;6;-4;-6;-11;-8
42;46;39;1;-17;-12;-20;-11
2;10;43;10;-17;-12;0;-16
22;4;23;36;-6;-14;-10;-17
13;1;30;37;-6;-7;-12;0
27;45;20;12;-17;-20;-13;-12
32;45;35;19;-11;0;-2;-11
45;28;11;14;-9;-14;-14;-5
18;47;36;3;-14;-1;-3;-5
8;5;13;21;-12;-12;-19;-2
38;38;34;30;-13;-3;-5;-10
12;10;2;20;-18;-14;-6;-12
37;37;46;31;-20;-3;-1;-6
46;26;44;33;-5;-8;-1;-2
11;7;12;26;0;-1;-6;-19
26;42;16;10;-4;-6;0;-14
32;27;5;35;0;-14;-16;-10
17;12;20;32;0;-20;-1;-11
17;42;21;24;-3;-6;-6;-16
6;39;39;34;-6;-8;-20;-19
17;23;14;43;-6;-10;-19;-10
25;22;20;32;-9;-12;-5;-12
1;20;38;12;-19;-20;-6;-2
11;36;6;4;-10;-8;-13;0
26;15;20;22;-16;-16;-8;-10
8;36;25;7;-17;-11;-2;-19
1;19;47;22;-19;-13;-7;-17
31;32;43;18;-11;-15;-20;-20
40;6;2;35;-4;-4;-19;-7
2;47;40;9;-18;-9;-18;-15
37;18;46;23;-13;-9;-9;-14
19;2;48;18;-15;-3;-2;-14
19;40;37;39;-13;-15;-2;0
15;47;30;26;-1;-18;-6;-7
46;43;34;21;-18;-20;-7;-12
7;20;2;17;-20;-14;-16;0
6;6;32;14;-16;-4;-5;-16
44;27;7;36;-11;-19;-11;0
1;16;42;3;-13;-1;-10;-16
44;31;29;27;-4;-8;-2;-12
18;30;20;27;-15;-1;-3;-12
48;8;23;36;-1;-10;-17;-6
32;23;37;37;-12;-18;-12;-15
10;45;44;13;-9;-17;-17;-10
36;19;0;29;-4;-17;-17;-2
1;3;17;27;-3;-9;-1;-5
15;18;21;23;-11;-4;-11;-11
44;2;4;12;-15;-6;-16;-4
14;21;11;39;-8;-7;-12;-9
46;16;6;38;-8;-13;-12;-16
28;19;31;26;-8;-9;-11;-18
34;8;19;41;-17;-20;-11;-1
5;26;44;43;-7;-15;-17;-19
17;41;43;12;-16;-8;-7;-8
10;29;15;10;-17;-4;0;-8
15;17;39;2;-3;-17;-1;-7
25;29;14;0;-14;-14;-4;-9
5;35;49;9;-13;-3;-10;-4
13;9;36;1;-5;-20;-3;0
19;25;28;0;-17;-13;-8;-8
11;25;0;43;-3;-20;-8;-4
46;39;20;32;-19;-6;-3;-20
24;47;23;17;-17;-4;-20;-12
40;40;19;22;-19;-16;-11;-12
0;34;20;0;-4;-16;-3;-20
34;28;45;28;-5;-16;-13;-15
45;22;18;2;-3;-6;-3;-3
43;17;14;15;-1;-12;-13;-15
36;31;48;37;-13;-5;-13;-7
1;47;48;38;-15;-4;0;-19
17;36;34;25;-5;-16;-15;-17
0;1;10;18;-1;-19;-12;-14
16;8;5;26;-9;-19;-5;-1
19;35;1;37;-12;0;-17;-6
25;43;32;28;-15;-16;-8;-12
18;7;28;23;-9;-11;-8;-5
23;0;0;22;-3;-14;-15;-1
9;7;11;1;-16;-1;-18;-6
41;5;42;11;-15;-5;-19;-20
16;12;5;7;-2;-17;-14;-16
23;38;37;32;-6;-5;-6;-11
20;16;33;25;-9;-13;-19;0
40;3;40;23;-11;0;-10;-6
25;10;40;7;-14;-16;-1;-11
44;2;24;41;-16;-10;-1;-7
33;17;12;41;-15;-14;-10;-10
48;43;41;27;-17;-12;-10;-6
13;29;9;10;0;-17;-17;-19
4;14;44;47;-9;-15;0;-7
38;36;17;11;-9;-9;-15;-19
31;31;22;16;-6;-9;-17;-2
30;21;45;46;-3;-19;-11;-18
21;37;10;13;-4;-9;-6;-2
40;40;30;37;-1;-13;-11;-9
22;22;27;39;-1;-14;-13;-19
46;40;11;7;-18;-17;0;-17
0;48;9;46;-3;-8;-13;-1
21;48;42;45;-14;-2;-17;-8
16;35;45;37;-12;-16;-2;-17
7;47;43;34;-3;-18;-5;-18
41;13;4;12;-17;-12;0;-5
47;38;43;21;-9;-7;-14;-6
25;19;38;3;-9;-16;-2;-4
3;48;9;38;-7;-8;-6;-2
2;3;1;21;-1;0;-15;-16
9;45;12;10;-2;-12;-2;-7
17;8;39;1;-4;-16;-4;-13
