q0p0;q0p1;q1p0;q1p1;s02;s03;s12;s13
46;46;33;47;-6;-17;-8;-4
48;11;26;7;-18;-10;-6;-9
18;44;28;49;-7;-13;-13;-19
13;2;3;28;-7;-15;-8;-17
16;36;6;14;-13;-3;-8;-8
2;11;36;43;-19;-16;-4;-2
49;44;6;20;-16;-19;-9;-3
35;40;25;8;-3;-11;-15;-20
43;29;11;31;-7;-2;-1;-11
23;8;13;41;-10;-10;-3;-20
8;24;47;11;-14;-16;-18;-9
12;2;2;44;-17;-13;-18;-9
40;20;16;39;-20;-12;-8;-7
9;35;43;31;-19;-5;-12;-20
3;7;0;1;-8;-9;-14;-12
20;22;3;3;-15;-13;-20;-16
37;7;23;19;-7;-20;-11;-13
20;25;0;21;-6;-19;-9;-18
6;40;45;10;-15;-3;-5;-19
7;33;42;7;0;-3;-14;-16
7;48;46;16;0;-2;-9;-17
48;35;20;24;-1;-18;-17;-6
13;21;28;47;-5;-5;-17;-4
26;47;28;1;-2;-2;-17;-2
31;10;13;45;-11;-15;-17;-6
6;49;46;26;-12;-3;-6;-3
29;1;6;15;-17;-4;-13;-19
47;42;48;46;-6;-12;-3;-11
40;9;32;9;-13;-17;-16;-6
31;48;41;8;-9;-19;-9;-17
8;36;18;19;-20;-1;-15;-4
23;15;33;39;-2;-8;-18;-1
3;43;3;26;-17;-3;-14;-5
2;5;7;17;-5;-15;-12;-14
1;43;19;2;-10;-16;-13;-2
17;9;16;25;-19;-18;-12;-11
42;49;28;38;-11;-15;-16;-20
11;24;44;49;-19;-1;-5;-4
41;13;38;16;-19;-1;-20;-9
16;26;28;21;-16;-13;-18;-19
27;22;17;13;-1;-3;-15;-19
47;8;49;16;-6;-8;-20;-4
13;17;47;49;-9;-1;-12;-19
19;20;1;20;-8;-9;-4;-17
12;38;34;3;-14;-2;-17;-17
27;12;34;30;-19;-12;-1;-17
34;39;44;7;-18;0;-20;-11
14;37;42;41;-10;-14;-8;0
35;46;39;6;-10;-2;-5;-13
3;2;3;8;-13;-7;-10;-9
1;6;25;14;-16;-16;-15;-10
29;14;11;5;-9;-3;-17;-15
44;9;40;22;-4;-18;-4;-12
1;44;6;41;-2;0;-13;-6
35;32;23;45;-7;-8;-17;0
12;49;39;17;-11;-13;-13;-8
25;37;12;49;-11;-16;-20;-6
46;8;42;32;-16;-19;-13;-18
3;1;6;29;-11;-14;-8;-3
29;18;41;47;0;-5;-2;-19
23;0;5;38;-9;-9;-4;-6
5;29;13;1;-4;-12;-7;-18
29;22;23;24;-18;-8;-2;-1
8;20;28;45;-4;-6;-15;0
33;26;20;26;-8;-17;-19;-5
27;12;9;30;-1;-11;-5;-8
46;20;43;11;-5;-17;-4;-20
48;39;5;4;-7;-4;-12;-1
19;38;7;26;-17;-17;-14;-2
19;17;17;2;-20;-9;-6;-2
22;29;48;27;-11;-1;-14;-20
30;0;42;1;-9;-11;-10;-17
23;20;43;49;-2;-16;-5;-19
41;20;2;21;-18;-8;0;-16
41;19;39;27;-7;-11;-6;-18
42;12;9;6;-15;-4;-18;-11
28;4;16;14;-10;0;-12;-19
31;15;3;2;-16;-5;-10;-5
13;35;34;17;-7;-13;-19;-14
0;40;7;42;-6;-18;-7;-17
39;31;28;43;-10;-2;-20;-8
18;14;45;37;-10;-16;-15;-3
22;2;12;25;-1;-19;-6;-17
29;0;8;15;-2;-14;-6;-12
24;43;38;47;-11;-12;-2;-15
17;5;13;11;-16;-19;-13;-3
5;30;34;40;-3;0;-2;-1
9;31;40;25;-12;-6;-11;-7
13;45;44;1;-1;-6;-6;-9
41;32;25;28;-15;-12;-20;-1
9;12;15;28;-11;-16;-16;-5
23;4;16;8;-16;-2;-20;-1
2;24;3;36;-7;-1;0;-20
40;49;32;38;-16;0;-15;-2
4;27;19;35;-20;-7;-15;-2
46;7;11;39;-7;-9;-15;0
44;31;49;27;-5;-12;-8;-1
20;7;24;36;-7;-4;-12;-6
21;0;44;33;-15;0;0;-10
0;36;26;15;-15;-13;-15;-16
9;22;47;41;-4;-12;-14;-1
9;13;37;34;-12;-10;-16;-14
18;32;6;48;-8;-5;-1;-16
22;42;3;8;-1;-14;-16;-14
0;38;11;7;-13;-16;-3;-16
26;43;6;12;-13;-20;-4;-14
31;19;6;32;-15;-7;-20;-6
17;3;48;14;-17;-6;-7;-7
19;28;12;41;-17;-16;-8;-16
12;43;44;40;-8;-14;-15;-20
27;47;16;9;-1;-12;-6;-5
4;20;2;19;-8;-5;0;-12
49;47;6;10;-4;-14;-14;-13
35;46;9;2;-3;-16;-16;-12
41;37;48;40;-20;-14;-9;-10
2;15;7;34;-7;-12;-2;-3
40;32;12;36;-9;0;-5;-15
41;13;7;36;-17;-5;-1;-3
3;20;4;42;-8;-20;-1;-7
16;32;49;6;-4;-8;-15;0
13;25;0;22;-6;-11;-19;-3
11;22;8;34;-2;-12;-19;-3
12;43;33;21;-14;-6;-10;-2
24;36;37;31;-9;-18;-15;-3
3;34;32;3;-15;-13;-11;-4
29;16;23;15;-13;-3;-13;-16
29;45;40;8;-14;-15;-17;-16
20;42;10;28;-6;-7;-6;-15
45;17;33;49;-7;-13;-7;-14
47;46;41;38;-3;-4;-17;-2
10;41;4;5;-11;-6;-9;-3
11;8;29;28;-14;-2;-1;-16
33;47;33;38;-12;-19;-17;-2
23;31;7;45;-4;-18;-10;-18
10;12;10;23;-14;-14;-12;-8
4;46;37;26;-3;-11;-8;-12
15;5;8;35;0;-2;-7;-1
34;10;12;4;-5;-4;-15;-5
39;28;7;33;-11;-17;-17;-6
10;44;0;5;-20;-9;-11;-9
13;30;15;17;-3;-10;-15;-18
33;23;14;49;-18;0;-9;-4
48;24;29;30;-7;-6;-9;-16
41;11;9;26;-20;-15;-19;-10
29;27;47;2;-3;-4;-20;-19
22;36;27;16;0;-8;-10;0
38;34;25;5;-13;-10;-17;-5
14;38;43;29;-11;-9;-3;-4
39;24;8;7;-19;-3;-8;-3
37;36;3;34;-8;-17;-4;-17
41;29;15;36;-6;-7;-15;-14
7;44;30;27;-5;-16;-16;-15
21;24;12;31;-20;-4;-9;-19
11;30;46;4;-13;-18;-8;-5
39;46;17;16;-18;-17;-16;-7
48;1;21;7;-7;-14;-4;-13
8;34;27;14;-9;-7;-2;-15
4;38;32;31;-15;-16;-13;-8
48;34;6;33;-16;-11;-20;-11
39;44;38;2;-9;-6;-14;-17
43;22;12;25;-3;-7;-13;-17
27;45;30;24;-10;-6;-14;-4
48;24;15;37;-4;-14;-19;-9
17;30;3;21;-3;-13;0;-13
49;1;40;16;-7;-4;-20;-9
18;14;8;9;-12;-8;-4;-4
23;17;2;24;-15;-10;-16;-15
40;30;17;11;-18;-8;-4;-16
26;6;48;24;-17;-20;-9;-12
10;48;40;27;-16;-13;-20;-7
35;34;18;33;-14;-9;-9;-1
31;6;22;35;-14;-13;-16;-20
19;41;39;0;-7;-11;-4;-3
33;30;22;15;0;-5;-6;-14
46;11;40;23;0;-11;-7;-6
24;18;16;10;-6;-8;-17;-8
29;22;45;39;0;-12;-16;-20
44;26;9;49;-13;-14;-4;-19
21;31;42;40;-13;-18;-5;-11
35;24;40;21;-3;-5;-10;-3
37;30;19;39;-6;-7;-2;-7
32;31;14;13;-16;0;-12;-3
40;21;19;5;-8;-6;-20;-10
16;26;25;15;-19;-5;-14;-2
34;42;14;43;-8;-9;-10;-19
29;42;23;14;-6;-15;-8;-6
9;29;25;45;-15;-8;-8;-20
2;27;6;32;-8;-20;-14;-3
39;5;25;49;-11;-13;-1;-18
13;30;20;23;-18;-2;-1;-8
18;3;46;5;-5;-14;0;-9
24;11;29;15;-9;-5;-15;-18
47;43;47;23;-3;-13;-6;-11
49;6;43;44;-12;-19;-11;-4
29;6;40;47;-16;-7;-5;-17
2;22;38;1;-16;-11;-15;-6
38;3;44;11;-2;-13;-9;-12
12;3;46;45;-14;-15;-4;-16
34;4;10;2;-16;-10;-12;-2
10;12;44;12;-1;-1;-15;-3
22;25;16;46;-17;-16;-11;-14
33;39;49;23;-2;-2;-3;-12
14;0;9;35;-2;-16;-18;-3
32;48;8;36;-5;-15;-10;-18
20;1;13;28;-16;-11;-18;0
18;6;9;49;-16;-16;-1;-8
9;34;36;15;-11;-14;-18;-6
9;47;36;32;-8;-6;-12;-19
20;29;7;49;-6;-9;-7;-6
49;49;19;39;-6;-14;-3;-7
12;4;25;42;-14;-17;-13;-15
3;24;3;30;-2;-3;-4;-4
28;11;14;19;-6;-19;-1;-8
1;36;9;33;-8;0;-6;-5
19;37;15;21;-7;-12;-15;-5
42;24;29;3;-1;-1;-7;-19
0;5;33;36;-4;-19;-11;-7
2;39;17;10;-12;0;-5;-4
12;29;31;44;-4;-12;-2;-11
20;31;26;39;-3;-20;-2;-20
43;26;48;11;-12;-5;-6;-18
1;17;29;18;-18;-7;-4;0
41;26;33;47;-18;-10;-11;-6
36;2;29;29;-3;-3;-14;-5
47;21;25;6;-1;-4;-12;-13
15;12;38;2;-20;-20;-1;-13
9;32;42;28;-4;-7;0;-9
5;26;32;45;-20;-8;-14;-6
41;6;10;11;-16;-19;-2;-19
18;48;19;0;-20;-3;-1;-15
2;9;36;30;-14;-8;-18;-3
5;42;5;12;-19;-20;-4;-16
45;24;40;6;-3;-4;-4;-15
4;31;35;21;-1;-6;-6;-19
30;37;7;15;-2;-14;-13;-12
35;2;30;9;0;-12;-18;-13
18;6;12;29;-5;-5;-17;-5
23;10;35;18;-8;-11;-8;0
29;10;32;25;-18;-2;-16;-15
36;10;31;27;-12;-17;-6;0
17;45;10;15;-8;-14;0;-19
12;7;30;2;-17;-10;-3;-12
24;46;3;8;-13;-11;-6;-9
20;32;35;14;-3;-19;-9;-9
9;5;8;26;-20;-11;-19;-13
44;25;43;29;-7;-6;-1;-13
40;29;18;19;-19;-13;-7;-16
15;24;4;17;-13;-15;-7;-3
39;40;21;16;-20;-18;-13;-9
39;13;45;21;-6;-5;-17;-14
19;3;39;38;-14;-17;-2;-7
36;0;13;34;-12;-20;-5;-12
25;43;46;44;-18;-5;-8;-14
40;48;34;3;-4;-1;-15;-15
17;45;10;28;-20;-8;-19;-10
30;28;10;5;-2;-14;-18;-15
16;32;38;6;-13;-9;-7;-5
38;49;39;45;-5;-8;-4;-9
49;42;17;17;-7;-11;-15;-5
24;21;3;22;-19;-7;-16;-3
16;49;41;24;-14;-1;-20;-6
43;8;17;7;-9;-15;-18;-4
20;35;4;34;-13;-9;-17;-3
24;42;11;23;-4;-11;-14;-13
25;6;28;44;0;-9;-7;-11
40;24;49;7;-11;-9;-7;-10
48;29;8;16;0;-11;-16;-1
0;20;0;47;-1;-12;-14;-2
46;15;38;19;-15;-13;-15;-17
7;11;6;42;-12;-17;-14;-12
15;49;47;14;-3;-7;-15;-17
2;1;23;45;-20;-11;-2;-9
10;37;34;47;-11;-20;-17;-8
4;13;18;14;-2;-16;-15;-11
28;13;14;6;-2;-10;-14;0
39;14;29;4;-7;-3;-18;-1
29;44;10;17;-2;-6;0;-6
42;7;45;2;-5;-20;-5;-10
28;32;38;39;-15;-2;-12;-2
43;38;24;45;0;-19;-16;-12
16;40;5;18;-19;-15;-17;-16
28;4;32;5;-4;-3;-12;-3
4;44;1;4;-8;-13;-19;-13
8;36;41;30;-1;-8;-9;-14
16;35;10;0;-8;-8;-1;0
25;34;48;0;-2;-14;-7;-20
18;31;45;12;-9;-20;-7;-15
39;48;41;47;-8;-16;-5;-5
25;27;37;26;-12;-19;-18;-7
16;8;23;31;-7;-5;-19;-13
48;17;37;46;-6;-10;-1;-20
16;4;23;40;-4;-2;-17;-5
19;34;47;23;-15;-3;-13;-13
35;34;11;5;-6;-20;-5;-19
17;32;3;48;-8;-20;-10;-1
32;8;15;36;-7;-18;-4;-5
45;21;29;45;-18;-14;-17;-6
31;34;17;24;-19;-5;-3;-17
44;45;1;11;-2;-19;-19;-10
12;9;26;36;-5;0;-2;-19
33;39;24;13;-6;-8;-2;0
44;44;38;23;-13;-8;-20;-12
29;20;1;37;-5;-12;-7;-7
40;35;35;8;-3;-20;-15;-15
1;36;48;17;-14;-1;-6;-13
17;41;42;47;-11;-16;-2;0
24;39;23;37;-5;-14;-13;-20
45;49;43;36;-12;-6;-8;-13
5;14;37;49;-16;-4;-3;-20
17;39;41;41;-17;-18;-18;-6
29;24;27;13;-2;-19;-16;-7
38;42;27;22;-1;-12;-16;0
28;48;19;11;-1;-16;-5;-20
15;6;37;9;-5;-3;-7;-11
21;24;28;14;-19;-6;-3;-14
26;5;11;28;-17;-19;-4;-11
40;47;5;8;-10;-5;-2;-6
26;31;2;44;-2;-13;-17;-1
14;8;19;25;-15;-8;-4;-10
34;45;47;20;-18;-18;-8;-18
44;30;38;37;-5;-15;-12;-4
3;36;35;26;-5;-16;-17;-1
34;5;26;4;-12;-1;-14;-14
35;47;22;10;-13;-20;-13;-18
13;27;12;30;-6;-7;-8;-15
40;12;12;48;-6;-7;-5;-15
17;24;4;23;-19;-6;-20;-1
45;19;7;28;-13;-11;-16;-14
8;48;31;19;-5;-10;0;-13
13;16;7;4;-13;-3;0;-1
13;20;23;0;-14;-20;-6;-12
29;11;11;47;-15;-3;-7;-12
10;45;48;33;-14;-9;-17;-2
30;25;18;41;-15;0;-15;-7
45;39;47;0;-11;-15;-20;-8
23;19;16;30;-1;-15;-15;-4
15;8;23;26;-1;-3;-2;0
10;28;11;43;-17;-3;-3;-8
34;13;45;4;-17;-11;-18;-4
47;40;12;6;-11;-20;-20;-13
23;41;49;27;0;-12;-9;-1
11;27;25;24;-13;-8;-7;-3
39;0;38;28;-18;-14;-1;-16
37;13;48;29;-11;-12;-11;-12
0;42;19;7;-2;-16;-2;-15
23;41;49;9;-12;-3;-15;-18
11;9;38;30;-2;-3;0;0
27;41;11;23;-15;-12;-3;-19
6;6;41;29;-6;-16;-18;-12
9;5;36;4;0;-6;-14;-13
22;11;18;36;-12;-3;0;-5
22;38;24;29;-15;0;-7;-6
38;9;22;3;-13;-10;-2;-3
22;32;45;0;-20;-16;-15;-13
14;13;32;32;-9;-14;-13;-20
4;41;4;39;-19;-4;-20;-18
3;32;11;28;-15;-9;-3;-1
6;37;0;40;-1;-13;-5;-18
18;27;24;0;-16;-16;-16;-1
13;43;11;7;-1;-8;-8;-15
7;16;10;12;-16;0;-7;-19
17;14;26;37;-9;-5;-5;-1
5;0;6;25;-10;-11;0;-12
6;40;25;22;-14;-1;-3;-16
0;10;31;6;-11;-16;-9;-17
1;40;20;16;-17;-6;-7;-12
38;28;43;31;-15;-8;0;-8
7;22;36;38;-7;-14;-5;-19
12;31;36;38;-1;-2;-18;-11
25;23;7;10;-17;-5;-6;0
37;13;36;30;-5;-19;-15;-14
36;2;20;24;-1;-14;-10;0
10;7;4;8;-15;-9;-14;-7
17;14;34;20;-13;-20;-17;0
40;11;17;21;-1;-8;-7;-6
12;44;41;17;-3;-15;-3;-18
49;43;47;2;-18;-6;-11;-4
33;40;40;12;-8;-5;-5;-8
8;14;19;49;-20;-1;-12;-15
37;48;9;8;-4;-6;-9;-13
32;7;44;38;-2;-18;-6;-1
0;31;31;24;-4;-13;-12;-3
21;27;44;13;-14;-4;-4;-8
17;2;9;42;-12;-14;-2;-4
20;40;44;5;-1;-2;-4;-11
36;40;27;30;0;-14;-5;-7
6;10;28;14;-5;-3;-9;-19
41;46;4;6;-20;-5;-7;-19
42;34;23;12;-15;-6;-2;-15
43;5;26;34;-2;-4;-1;-6
32;23;8;10;0;0;-13;-10
18;32;8;24;-2;-7;-5;-10
36;34;6;24;-14;-13;-2;-10
12;43;17;9;-20;-17;-3;-18
33;20;23;44;-18;-3;-15;-9
32;18;42;35;0;-7;-18;-16
28;26;11;34;-20;-1;-15;0
42;27;34;23;-9;-8;-2;-19
35;32;37;13;-13;-8;-18;-15
24;5;23;45;-9;-14;-8;-19
25;23;11;27;-9;-6;-12;-8
21;3;13;2;-5;-5;-9;-3
11;40;38;1;-17;-19;0;0
7;45;34;6;-5;-2;-17;-1
15;31;34;21;-13;-10;-17;-15
37;29;3;25;-3;0;-2;-7
14;28;46;29;-11;-9;-2;-8
45;0;34;35;-11;-4;-6;-5
49;41;1;8;-6;0;-10;-7
45;47;24;19;-1;-7;-19;-14
12;41;40;31;-9;-6;-1;-8
17;23;14;10;-15;-2;-9;-9
1;41;15;43;-19;-18;-5;-17
31;38;14;5;-2;-6;-3;-1
8;40;1;40;-14;-17;-18;-7
10;35;47;39;-20;-17;0;-8
41;30;9;22;-19;-13;-16;-12
10;16;45;46;-18;-15;-17;-1
29;24;2;8;-16;-8;-10;-15
4;25;6;26;-17;-15;-15;-15
2;40;27;7;-18;-2;-11;-12
25;7;46;25;-20;-15;-10;-16
34;23;16;41;-7;-17;-9;-7
4;10;23;18;-16;-11;-7;-16
12;28;43;11;-19;-11;-17;-18
6;19;8;20;-15;-17;-3;-16
3;16;6;13;-15;-2;-16;-7
29;45;21;35;-19;-5;-1;-2
30;21;2;12;-8;-18;-11;-1
0;3;6;14;-18;-17;-1;-7
8;41;16;41;-17;-4;-20;-2
30;29;37;17;-7;-11;-1;-5
21;30;17;40;-18;-19;-5;-13
43;27;16;30;-15;-11;-13;-5
41;42;26;19;-15;-15;-15;-11
18;16;28;29;-16;-15;-4;-20
38;28;45;18;-12;-1;-2;-16
40;48;32;38;-6;-15;-12;-12
13;17;28;40;-2;-18;-18;-10
17;43;19;33;-2;-13;-9;-12
14;9;31;4;-19;-6;-1;-15
29;44;9;1;-11;-1;-9;-2
20;1;33;5;-11;-14;-4;-18
40;1;30;0;-5;-1;-9;-4
0;31;34;46;-13;-7;-4;-13
23;23;34;9;-8;-13;-16;-4
25;40;27;2;-15;-4;-7;-16
23;23;10;47;-19;-14;-5;-18
2;16;41;22;-8;-19;-5;-9
41;21;16;39;-16;-17;-12;-15
26;30;8;27;-18;-8;0;-14
33;29;36;20;-10;-18;-15;-18
16;11;42;19;-12;-12;-20;-20
0;35;34;24;-12;-16;-20;-9
47;19;30;30;-11;-18;-2;0
15;11;7;42;-12;-5;-4;-20
6;5;23;13;-3;-7;0;-11
1;39;41;30;-16;-10;-19;-3
25;49;41;0;-10;-20;-19;-13
30;42;43;49;-5;-2;-18;-6
11;38;5;35;-16;-9;-11;-1
31;41;26;47;-18;0;-9;-18
18;5;28;42;-20;-20;-16;-9
17;7;33;35;-17;-14;-4;-6
31;29;21;27;-10;-17;-6;-15
13;18;6;6;-4;-4;-6;-17
30;4;6;18;-14;-4;-2;-2
32;42;37;14;-4;-15;0;-18
22;13;33;8;-6;0;-8;-18
28;36;30;14;-13;-20;-18;-8
8;45;23;2;-10;-20;-20;-20
6;23;31;47;-8;-10;-16;-17
47;27;28;21;-20;-5;-15;-15
1;10;47;16;-16;-7;-9;-10
3;4;42;2;-17;-19;-7;-3
44;24;8;25;-7;-17;-16;-10
25;31;38;10;-15;-12;-20;-15
28;20;42;45;-18;-3;-6;-13
33;46;23;38;-2;-9;-18;-12
14;29;44;9;-3;-18;-3;-13
40;15;22;25;-8;-14;-1;-2
9;44;17;44;-20;-5;-12;-1
4;42;37;17;-1;-10;-17;-12
30;29;49;33;-2;-5;-7;-14
25;29;37;29;-1;-17;-5;-6
49;1;26;11;-1;-13;-5;0
28;8;41;7;-3;-15;-6;-14
1;47;1;6;-3;-11;-15;-9
21;35;1;38;-11;-8;-10;-2
34;16;40;36;-11;-17;-3;-13
5;4;24;43;0;-6;-19;-3
36;40;35;22;-1;-7;-13;-4
17;35;9;41;-3;0;-5;-10
5;21;39;0;-3;-11;0;-1
21;47;25;3;-14;-19;-17;-12
26;12;22;10;-9;-8;-19;-1
7;3;28;35;-13;-13;-4;-4
44;20;46;41;-7;-17;-10;-20
22;15;36;27;-10;-1;0;-8
12;16;40;13;-7;-15;-18;-13
18;4;19;36;-15;0;-3;-20
43;17;24;31;-1;-1;-1;-5
24;2;8;23;-4;-15;0;-6
42;33;44;31;-20;-13;-18;-14
36;47;26;31;-10;-19;0;-7
15;47;16;2;-1;-8;-13;-14
17;34;34;32;-20;-19;-16;-11
32;29;42;39;-8;-12;-19;-6
27;42;0;36;-16;-20;-17;-13
23;42;9;1;-1;-9;-20;-2
10;45;25;40;-3;-11;-18;-14
20;24;14;28;-1;-9;-17;-7
16;49;32;15;-14;-13;-18;-2
14;42;1;35;-12;-1;-14;-16
16;44;8;1;-11;-10;-2;-19
25;24;14;25;-11;-20;-19;-9
16;13;2;15;-11;-16;-11;-2
14;44;10;33;-18;-17;-5;-9
39;3;15;42;-5;-4;-15;-14
6;48;31;8;-15;-11;-10;-17
18;9;10;21;-19;-20;-19;-16
2;43;37;36;-2;-6;-6;0
32;5;18;43;-11;-17;-10;-7
8;49;24;13;0;-9;-4;-18
42;46;19;16;-14;-5;-10;-11
36;18;2;48;-8;-3;-18;-7
11;3;15;42;-1;-6;-10;-14
5;33;24;12;-8;-13;-1;-9
11;37;23;5;-10;-18;0;-9
15;46;33;16;-10;-2;-13;-17
49;29;26;7;-20;-12;-6;-19
40;17;21;9;-19;-18;-17;-4
25;16;40;4;-8;-17;-4;-6
21;45;30;47;-2;-14;-13;-10
47;38;36;44;-19;-2;-1;-5
19;35;49;8;-2;-12;-16;-13
49;18;5;5;-7;-20;-3;-12
15;24;14;5;-4;-1;-5;-9
13;21;24;43;-14;-1;-12;-10
31;23;44;10;-12;-7;-11;-6
37;22;1;1;-3;-5;-2;-20
26;24;46;29;-3;-1;-13;-11
33;29;43;44;-12;-2;-20;-2
45;47;25;22;-11;-6;0;-3
37;31;18;48;-2;-11;-13;-16
17;24;46;17;-5;-7;-16;-12
16;5;31;43;-11;-7;-12;-5
29;28;36;33;-19;-4;-15;-17
8;43;37;34;-16;-5;-4;-3
44;1;45;19;-16;-11;-17;-1
34;45;17;7;-17;-2;-10;-3
23;0;42;49;-11;-19;-16;-19
31;49;9;42;-7;-14;-4;-1
6;8;7;14;-20;-13;-8;-6
11;3;14;4;-6;-17;-3;-17
49;12;32;41;-7;-7;-15;-6
35;7;38;12;-18;-14;-17;-20
22;8;24;41;-18;-19;-20;-2
7;36;12;40;-11;0;-4;-20
49;11;4;33;-17;-15;-14;-3
5;34;2;35;-11;-18;-13;-9
38;43;13;0;-17;-6;-11;-18
40;5;49;28;-2;-20;-13;-7
20;21;12;26;-5;-19;-10;-8
37;39;4;49;-1;-12;-12;-1
31;19;48;35;-7;-10;-15;-20
29;27;46;36;-19;-9;0;-16
12;9;9;11;-5;-7;-19;-13
34;0;35;21;0;-16;-19;-16
32;23;12;16;-11;-8;-8;-9
42;46;2;38;-19;-18;-16;-18
35;43;46;14;-13;-20;-12;-9
49;5;42;7;-18;-14;-20;-10
23;19;9;32;-14;-7;-4;-3
22;29;2;10;-7;-19;-9;-9
8;17;12;28;-12;-17;-17;-8
43;36;1;41;-17;-20;-9;-14
15;5;29;39;-5;-9;-7;-10
20;17;39;30;-8;-9;-18;-5
35;4;19;47;0;-16;-18;-20
12;6;39;19;-14;-9;-18;-20
45;33;44;44;0;-8;-8;-10
36;11;15;12;-20;-11;-15;-19
46;20;36;17;-18;-6;-5;-18
21;41;38;23;-4;-10;-2;-12
20;26;3;2;-10;-11;-19;0
28;25;42;14;-4;-11;-4;-9
14;30;22;38;-15;-7;0;-9
20;10;22;3;-16;-17;-9;-13
34;27;20;34;-10;-20;-14;-11
42;35;8;14;-19;-14;-14;-3
42;40;19;13;-8;-18;-7;-16
14;11;7;22;-16;0;-6;-1
13;32;25;24;-4;-4;-2;-7
21;47;15;4;-7;-13;-1;-3
26;20;14;2;-13;-18;-13;0
39;23;25;12;-1;-6;-5;-6
20;31;32;16;-8;-18;-11;-11
6;19;24;33;-2;-1;-15;-14
40;0;4;17;-11;-20;-12;-18
41;36;25;42;-12;-7;-14;-10
32;41;0;21;-13;-17;-19;-4
28;18;6;45;-10;-4;-2;-15
29;24;36;37;-20;-16;-19;-14
35;36;18;15;-12;-9;-13;-10
12;23;24;17;-8;-6;-9;-17
4;46;3;22;-2;-15;-10;-7
12;36;31;28;-3;-19;-6;-4
28;19;29;28;-20;-12;-1;-7
18;47;1;31;-12;-7;-12;-19
39;33;37;40;-9;-7;-10;-20
43;41;36;1;-15;-19;-1;-18
48;20;3;2;-5;-7;-15;-16
25;41;21;13;-12;-18;-14;-7
22;31;37;2;-4;-18;-17;-2
47;48;17;29;-13;0;-14;-5
16;13;47;42;-5;-16;-14;-18
38;41;6;3;-9;-2;0;-20
31;15;48;21;-18;-5;-11;-7
24;18;3;7;-11;-14;-20;-2
38;1;45;12;-9;-15;-18;-13
39;24;12;30;-13;-6;-3;-16
22;4;10;2;-1;-11;-16;-11
1;5;17;31;-11;-11;-11;-7
11;37;5;21;-4;-4;-7;-5
21;13;25;5;-8;0;-16;-8
6;14;31;34;-14;-6;-6;-19
42;7;26;9;-4;-17;-18;-14
3;23;49;40;-7;-9;-20;-4
30;15;33;36;-2;-9;-15;-10
21;14;43;18;-5;-14;-19;-2
33;7;37;33;-3;-19;-5;-20
6;24;17;3;-6;-5;-2;-7
17;36;22;30;-15;-18;-11;-15
38;19;5;9;-3;-11;-16;-15
3;30;0;26;-16;-3;-11;-16
44;45;19;8;-9;-12;-14;-2
19;27;20;17;-3;-12;-6;-9
4;31;33;15;-20;-5;0;0
49;29;9;44;-7;-2;-17;-1
26;27;15;14;-4;-13;-18;-3
44;23;44;3;-19;-18;-7;-7
15;19;40;32;-1;-6;-3;-4
48;12;37;23;-18;-19;-16;-5
44;15;6;9;-16;-14;-20;0
21;15;16;20;-16;0;-5;-19
47;45;41;34;-5;-2;-19;-11
28;41;7;21;-4;-16;-13;-1
8;10;30;11;-12;-17;-14;-19
9;9;41;40;-6;-17;-13;-6
10;43;30;0;-8;-9;-17;-7
35;48;1;23;-14;-17;-14;-8
0;43;11;6;-3;-14;-10;-3
39;34;12;3;-7;-5;-11;-10
20;10;22;20;-1;-20;-6;-13
20;1;29;32;-12;-11;-14;-6
49;29;20;3;-11;-10;-5;-3
13;44;49;33;-11;-16;0;-10
31;39;4;18;-19;-15;-6;0
47;6;47;20;-10;-7;-10;-5
28;7;19;39;-7;-4;-17;-7
45;3;11;26;-5;-17;-19;-1
30;45;31;32;-5;-10;-8;-11
24;32;41;43;-9;-14;-14;-6
29;31;26;45;-14;-14;-14;-14
44;10;41;11;-13;-12;-2;-4
10;21;27;1;-8;0;-7;-1
36;9;14;34;-5;-2;-14;-6
21;31;17;3;-19;-1;-7;-17
35;9;26;34;-5;-9;-17;-13
43;29;43;47;-1;-20;-7;-10
6;9;20;18;-12;-3;-15;0
32;49;34;23;-9;-18;-4;-17
13;18;47;0;-12;-5;-11;-2
33;48;12;21;-18;-8;-3;-8
31;47;2;14;-8;-15;-4;-19
41;22;34;30;-14;-13;-11;-4
25;6;15;3;-6;-5;-14;-2
10;12;14;4;-16;-16;-12;-15
43;30;17;39;-10;-9;-3;-19
40;39;11;7;-16;-16;-1;-4
6;15;2;14;-7;0;-7;-19
23;5;31;42;-7;-7;-20;-4
28;46;26;7;-13;-20;-7;-20
44;24;42;19;-16;-6;-15;-6
11;3;9;26;-19;-7;-10;-13
15;41;6;34;-15;-11;-16;-4
16;10;15;46;-7;-11;-1;-13
1;10;33;30;-7;-13;-7;-14
37;36;27;19;-11;-3;-20;-15
10;23;34;7;-7;-20;-7;-13
27;7;45;0;-8;-6;-4;-18
12;35;32;41;-6;-1;-10;0
34;20;25;14;-14;-13;-14;-6
44;26;49;13;-19;-10;-3;-11
46;15;42;33;-18;-10;0;-20
18;20;4;33;-1;-10;0;-6
45;1;7;15;-17;-18;-6;0
12;6;29;31;-16;-4;-3;-19
49;19;44;36;0;-19;-5;-14
48;37;28;44;-2;-12;-18;-15
25;21;6;2;0;-11;-9;-6
25;23;17;49;-1;0;-17;-5
30;38;39;39;-20;-15;-10;-11
