q0p0;q0p1;q0p2;q1p0;q1p1;q1p2;q2p0;q2p1;q2p2;s[0, 3];s[0, 4];s[0, 5];s[0, 6];s[0, 7];s[0, 8];s[1, 3];s[1, 4];s[1, 5];s[1, 6];s[1, 7];s[1, 8];s[2, 3];s[2, 4];s[2, 5];s[2, 6];s[2, 7];s[2, 8];s[3, 6];s[3, 7];s[3, 8];s[4, 6];s[4, 7];s[4, 8];s[5, 6];s[5, 7];s[5, 8];cost_ranking 0;cost_ranking 1;cost_ranking 2;cost_ranking 3;cost_ranking 4;cost_ranking 5;cost_ranking 6;cost_ranking 7;cost_ranking 8;cost_ranking 9;cost_ranking 10;cost_ranking 11;cost_ranking 12;cost_ranking 13;cost_ranking 14;cost_ranking 15;cost_ranking 16;cost_ranking 17;cost_ranking 18;cost_ranking 19;cost_ranking 20;cost_ranking 21;cost_ranking 22;cost_ranking 23;cost_ranking 24;cost_ranking 25;cost_ranking 26
12;30;26;35;38;27;4;37;23;43;40;27;-1;34;18;60;68;45;30;50;45;61;52;52;29;52;43;32;65;56;25;74;60;28;45;45;-1;18;25;27;28;29;30;32;34;40;43;43;45;45;45;45;50;52;52;52;56;60;60;61;65;68;74
26;1;5;22;19;15;49;24;18;39;35;33;68;31;30;19;4;4;31;14;5;16;18;7;50;17;4;67;45;30;59;36;19;60;35;25;4;4;4;5;7;14;16;17;18;19;19;25;30;30;31;31;33;35;35;36;39;45;50;59;60;67;68
5;16;37;0;25;15;42;4;8;5;21;6;42;2;2;1;33;11;41;5;5;31;58;47;76;37;26;42;-5;1;67;20;29;53;9;13;-5;1;1;2;2;5;5;5;6;9;11;13;20;21;26;29;31;33;37;41;42;42;47;53;58;67;76
25;22;34;48;8;29;20;10;34;55;26;35;34;16;42;57;20;40;33;24;48;79;31;57;42;27;56;57;52;80;17;1;23;49;27;57;1;16;17;20;23;24;26;27;27;31;33;34;35;40;42;42;48;49;52;55;56;57;57;57;57;79;80
17;28;43;48;7;35;47;43;28;50;18;51;57;56;36;71;21;45;70;66;49;78;39;60;82;68;59;83;82;62;41;40;20;67;64;50;18;20;21;36;39;40;41;45;49;50;50;51;56;57;59;60;62;64;66;67;68;70;71;78;82;82;83
22;24;35;10;30;47;42;45;38;16;33;64;51;50;47;19;36;53;50;55;47;37;64;64;68;63;68;49;40;39;53;62;62;75;92;85;16;19;33;36;37;39;40;47;47;49;50;50;51;53;53;55;62;62;63;64;64;64;68;68;75;85;92
15;17;47;25;14;34;36;27;15;28;12;48;35;22;30;34;20;46;53;39;23;55;53;70;83;59;50;45;44;28;41;30;20;60;48;37;12;20;20;22;23;28;28;30;30;34;35;37;39;41;44;45;46;48;48;50;53;53;55;59;60;70;83
15;34;6;3;8;9;6;39;32;8;19;23;7;39;35;31;27;29;25;59;65;-7;0;6;12;35;34;-3;29;17;-1;30;39;-5;47;24;-7;-5;-3;-1;0;6;7;8;12;17;19;23;24;25;27;29;29;30;31;34;35;35;39;39;47;59;65
22;28;14;47;44;28;17;8;31;53;57;37;39;27;40;57;64;37;30;32;57;57;55;36;29;15;39;50;43;78;58;36;68;41;30;49;15;27;29;30;30;32;36;36;37;37;39;39;40;41;43;49;50;53;55;57;57;57;57;58;64;68;78
9;16;12;36;35;34;32;13;12;26;26;26;30;17;17;43;45;34;44;17;17;38;31;33;38;14;14;54;46;34;65;41;33;65;34;46;14;14;17;17;17;17;26;26;26;30;31;33;33;34;34;34;38;38;41;43;44;45;46;46;54;65;65
21;15;2;23;27;16;17;21;7;36;34;27;20;24;24;32;33;31;17;22;7;20;20;10;6;18;-4;31;30;28;40;30;30;27;22;21;-4;6;7;10;17;18;20;20;20;21;22;22;24;24;27;27;28;30;30;30;31;31;32;33;34;36;40
3;13;46;23;46;20;38;33;27;19;38;8;40;18;16;31;45;29;48;38;31;50;72;59;77;60;64;47;46;41;69;62;59;54;38;41;8;16;18;19;29;31;31;38;38;38;40;41;41;45;46;47;48;50;54;59;59;60;62;64;69;72;77
14;14;12;47;25;22;36;47;47;44;28;20;44;58;55;43;34;19;33;53;55;43;25;18;37;51;43;64;84;90;58;59;53;51;53;67;18;19;20;25;28;33;34;37;43;43;43;44;44;51;51;53;53;53;55;55;58;58;59;64;67;84;90
44;49;0;2;3;35;11;15;46;34;41;76;35;52;82;37;33;67;51;63;79;-13;2;23;-5;5;37;-3;16;37;7;13;45;35;39;72;-13;-5;-3;2;5;7;13;16;23;33;34;35;35;37;37;37;39;41;45;51;52;63;67;72;76;79;82
46;6;47;12;14;27;33;37;25;55;53;66;76;78;54;-2;18;16;30;40;22;43;53;71;78;80;58;45;39;21;38;37;30;54;55;51;-2;16;18;21;22;30;30;37;38;39;40;43;45;51;53;53;54;54;55;55;58;66;71;76;78;78;80
47;19;47;45;19;32;24;39;7;89;47;76;54;71;41;48;33;44;27;53;10;78;58;77;59;77;53;51;66;47;30;44;18;36;66;22;10;18;22;27;30;33;36;41;44;44;47;47;48;51;53;53;54;58;59;66;66;71;76;77;77;78;89
6;48;19;30;2;11;6;4;5;33;-11;0;1;-7;-6;70;47;51;42;41;46;39;4;16;19;15;10;35;31;20;8;-4;0;1;5;10;-11;-7;-6;-4;0;0;1;1;4;5;8;10;10;15;16;19;20;31;33;35;39;41;42;46;47;51;70
26;39;13;0;1;39;24;6;1;15;27;63;47;14;14;27;30;63;56;37;38;-3;-6;33;17;10;12;20;-12;-6;24;-10;-2;51;42;20;-12;-10;-6;-6;-3;-2;10;12;14;14;15;17;20;20;24;27;27;30;33;37;38;42;47;51;56;63;63
6;40;0;22;45;41;43;47;31;26;39;34;39;35;17;62;77;81;65;70;66;19;38;23;35;47;12;53;65;36;76;91;72;74;85;56;12;17;19;23;26;34;35;35;36;38;39;39;47;53;56;62;65;65;66;70;72;74;76;77;81;85;91
40;45;10;9;37;46;3;37;38;48;69;68;25;59;62;47;68;83;42;65;76;1;47;51;6;35;29;-3;44;46;33;73;65;32;75;78;-3;1;6;25;29;32;33;35;42;44;46;47;47;48;51;59;62;65;65;68;68;69;73;75;76;78;83
25;48;1;34;19;38;19;47;32;46;44;49;26;66;55;73;54;78;48;88;60;28;20;24;12;46;15;36;62;46;21;46;37;51;85;51;12;15;20;21;24;26;28;36;37;44;46;46;46;46;48;49;51;51;54;55;60;62;66;73;78;85;88
13;39;36;7;12;25;23;25;43;8;19;28;30;23;56;41;48;46;46;56;71;39;32;41;55;49;68;27;20;32;22;37;40;35;47;66;8;19;20;22;23;27;28;30;32;32;35;37;39;40;41;41;46;46;47;48;49;55;56;56;66;68;71
42;36;28;1;44;35;19;19;8;23;73;67;55;52;48;20;64;55;44;55;34;10;54;43;42;41;29;0;18;8;47;58;51;42;36;27;0;8;10;18;20;23;27;29;34;36;41;42;42;43;44;47;48;51;52;54;55;55;55;58;64;67;73
45;38;2;30;22;22;14;0;19;55;51;58;58;43;47;53;53;45;35;28;53;31;4;11;2;-7;8;26;14;30;31;15;22;21;10;40;-7;2;4;8;10;11;14;15;21;22;26;28;30;31;31;35;40;43;45;47;51;53;53;53;55;58;58
38;19;9;25;0;31;3;44;14;61;34;51;24;71;33;38;-1;39;5;60;33;27;-9;31;4;47;23;20;62;23;-15;40;9;24;72;43;-15;-9;-1;4;5;9;20;23;23;24;24;27;31;33;33;34;38;39;40;43;47;51;60;61;62;71;72
22;44;9;32;35;34;37;36;20;37;46;53;50;58;33;73;76;61;71;74;58;26;39;29;26;28;24;50;51;45;68;63;36;56;66;43;24;26;26;28;29;33;36;37;39;43;45;46;50;50;51;53;56;58;58;61;63;66;68;71;73;74;76
40;10;20;8;44;4;42;37;7;40;73;26;79;60;34;7;37;13;51;46;9;13;57;14;49;38;10;39;44;8;77;68;49;39;26;-1;-1;7;8;9;10;13;13;14;26;26;34;37;38;39;39;40;44;46;49;49;51;57;60;68;73;77;79
3;6;34;28;19;4;24;5;19;25;9;-3;8;3;8;34;8;1;25;-5;23;55;38;34;56;39;33;43;24;29;43;18;26;14;-9;22;-9;-5;-3;1;3;8;8;8;9;14;18;22;23;24;25;25;26;29;33;34;34;38;39;43;43;55;56
30;37;20;34;32;31;36;39;14;62;55;49;58;50;32;68;57;48;73;61;45;39;41;45;37;41;19;50;63;34;53;61;34;60;63;41;19;32;34;34;37;39;41;41;41;45;45;48;49;50;50;53;55;57;58;60;61;61;62;63;63;68;73
14;36;49;33;25;1;12;46;21;27;27;0;7;49;35;57;48;35;29;63;46;65;71;50;52;80;54;36;64;41;23;58;44;-4;40;12;-4;0;7;12;23;27;27;29;35;35;36;40;41;44;46;48;49;50;52;54;57;58;63;64;65;71;80
44;9;5;34;28;23;41;22;37;63;53;59;84;49;73;27;35;18;41;16;28;19;26;13;36;20;36;59;45;58;53;46;46;56;33;50;13;16;18;19;20;26;27;28;33;35;36;36;41;45;46;46;49;50;53;53;56;58;59;59;63;73;84
3;43;45;19;33;22;41;28;24;11;36;7;33;27;27;60;65;46;69;51;53;53;65;47;79;63;55;49;33;25;58;41;39;50;41;37;7;11;25;27;27;33;33;36;37;39;41;41;46;47;49;50;51;53;53;55;58;60;63;65;65;69;79
3;24;32;11;6;35;16;46;44;5;-4;38;14;49;37;17;26;39;25;50;60;40;28;62;30;75;63;11;44;48;9;36;34;34;79;61;-4;5;9;11;14;17;25;26;28;30;34;34;36;37;38;39;40;44;48;49;50;60;61;62;63;75;79
33;37;42;41;22;9;4;45;6;72;37;31;21;75;19;69;43;35;40;81;42;80;54;47;28;81;29;44;69;46;18;59;23;-3;34;-1;-3;-1;18;19;21;23;28;29;31;34;35;37;40;42;43;44;46;47;54;59;69;69;72;75;80;81;81
16;29;26;43;25;23;16;25;5;57;39;26;13;40;20;66;41;44;39;52;26;58;43;30;39;48;26;57;61;46;33;37;26;23;36;27;13;20;23;26;26;26;26;27;30;33;36;37;39;39;39;40;41;43;44;46;48;52;57;57;58;61;66
7;0;29;11;15;43;4;24;4;-1;9;40;3;19;-5;3;-4;39;-11;13;-3;24;28;66;14;53;33;13;17;2;12;23;8;42;56;31;-11;-5;-4;-3;-1;2;3;3;8;9;12;13;13;14;17;19;23;24;28;31;33;39;40;42;53;56;66
37;30;7;6;28;10;49;29;32;23;55;31;70;61;53;29;49;38;60;47;43;13;35;1;52;26;37;36;35;20;68;56;58;50;21;31;1;13;20;21;23;26;29;31;31;35;35;36;37;38;43;47;49;50;52;53;55;56;58;60;61;68;70
12;43;8;48;28;7;0;9;28;40;20;11;5;5;37;77;52;44;25;44;70;36;34;-2;-4;5;25;41;46;74;8;25;41;7;-4;24;-4;-4;-2;5;5;5;7;8;11;20;24;25;25;25;34;36;37;40;41;41;44;44;46;52;70;74;77
2;35;14;45;17;20;9;27;40;43;18;15;1;12;25;61;41;40;42;51;55;46;26;34;6;21;51;43;53;79;15;38;43;19;34;42;1;6;12;15;15;18;19;21;25;26;34;34;38;40;41;42;42;43;43;43;46;51;51;53;55;61;79
3;42;25;46;32;21;33;29;32;46;18;18;35;22;15;78;71;55;66;62;72;53;45;37;53;48;37;74;69;58;51;57;51;49;32;50;15;18;18;22;32;35;37;37;45;46;48;49;50;51;51;53;53;55;57;58;62;66;69;71;72;74;78
8;19;37;3;0;18;23;30;5;4;-8;13;20;27;12;6;17;31;29;38;22;31;30;39;49;47;27;19;15;2;16;19;-15;25;43;21;-15;-8;2;4;6;12;13;15;16;17;19;19;20;21;22;25;27;27;29;30;31;31;38;39;43;47;49
27;30;48;47;23;16;20;19;19;54;50;35;36;45;26;68;40;31;48;38;33;88;53;56;51;53;50;60;66;65;35;37;41;28;17;16;16;17;26;28;31;33;35;35;36;37;38;40;41;45;48;50;50;51;53;53;54;56;60;65;66;68;88
23;13;12;21;16;29;49;45;49;40;25;48;52;53;59;31;24;25;52;51;46;33;15;28;47;38;52;61;56;62;50;52;64;65;63;72;15;24;25;25;28;31;33;38;40;46;47;48;50;51;52;52;52;52;53;56;59;61;62;63;64;65;72
39;2;18;39;17;26;14;48;22;64;43;55;36;73;44;31;19;9;3;40;14;47;21;44;29;51;32;35;86;60;29;46;28;22;74;30;3;9;14;19;21;22;28;29;29;30;31;32;35;36;40;43;44;44;46;47;51;55;60;64;73;74;86
49;36;20;20;28;33;22;22;0;50;62;80;68;63;37;43;48;49;51;57;34;39;28;34;31;26;12;39;33;13;49;38;11;49;43;17;11;12;13;17;26;28;31;33;34;34;37;38;39;39;43;43;48;49;49;49;50;51;57;62;63;68;80
33;4;0;48;28;48;26;24;39;62;45;67;54;51;61;33;24;47;13;24;29;30;26;37;7;16;28;57;66;83;52;37;64;63;69;72;7;13;16;24;24;26;28;29;30;33;37;37;45;47;51;52;54;57;61;62;63;64;66;67;69;72;83
23;9;36;6;10;49;39;1;21;14;31;63;62;19;35;3;6;58;38;-9;19;32;33;75;59;22;43;44;-3;14;42;8;18;69;34;64;-9;-3;3;6;8;14;14;18;19;19;22;31;32;33;34;35;38;42;43;44;58;59;62;63;64;69;75
16;47;13;46;10;1;6;20;24;46;20;8;17;23;25;88;40;36;39;57;65;39;19;-2;19;25;22;42;66;61;11;27;15;-4;7;6;-4;-2;6;7;8;11;15;17;19;19;20;22;23;25;25;27;36;39;39;40;42;46;57;61;65;66;88
1;2;25;41;6;11;5;26;33;27;-5;8;-9;18;23;31;2;0;-6;28;28;51;31;22;10;44;53;32;63;57;-8;16;22;3;21;32;-9;-8;-6;-5;0;2;3;8;10;16;18;21;22;22;23;27;28;28;31;31;32;32;44;51;53;57;63
48;3;49;3;45;28;16;2;39;50;88;69;62;48;71;-10;39;24;1;-4;30;39;83;70;55;34;80;17;-9;26;43;42;83;42;22;56;-10;-9;-4;1;17;22;24;26;30;34;39;39;42;42;43;48;50;55;56;62;69;70;71;80;83;83;88
14;35;24;41;49;30;29;29;31;50;49;39;38;42;29;74;81;47;49;62;49;60;71;48;37;48;52;59;50;69;61;66;77;48;51;59;29;37;38;39;42;47;48;48;48;49;49;49;50;50;51;52;59;59;60;61;62;66;69;71;74;77;81
8;30;17;32;23;13;39;3;20;28;21;13;46;-3;23;58;45;34;58;15;49;43;40;19;56;12;23;70;15;32;44;23;43;34;-4;15;-4;-3;12;13;15;15;15;19;21;23;23;23;28;32;34;34;40;43;43;44;45;46;49;56;58;58;70
0;48;16;22;1;24;12;10;8;7;-19;8;10;-8;4;54;48;52;45;57;40;22;11;32;11;15;13;27;13;19;9;0;6;33;31;15;-19;-8;0;4;6;7;8;9;10;11;11;13;13;15;15;19;22;27;31;32;33;40;45;48;52;54;57
33;2;34;41;14;14;8;13;20;63;44;29;21;41;46;28;1;-1;-1;2;15;71;38;31;26;46;49;30;39;58;6;19;32;6;20;23;-1;-1;1;2;6;6;15;19;20;21;23;26;28;29;30;31;32;38;39;41;44;46;46;49;58;63;71
43;47;8;49;26;29;7;30;44;87;54;66;42;68;78;81;53;67;36;57;75;40;19;34;7;21;36;37;72;75;16;54;56;28;59;63;7;16;19;21;28;34;36;36;37;40;42;53;54;54;56;57;59;63;66;67;68;72;75;75;78;81;87
1;42;16;13;38;4;44;13;49;-4;34;-3;36;14;32;39;63;32;86;48;86;13;51;1;51;27;64;45;19;46;79;34;67;29;8;34;-4;-3;1;8;13;14;19;27;29;32;32;34;34;34;36;39;45;46;48;51;51;63;64;67;79;86;86
49;20;14;26;29;47;47;39;39;56;63;76;81;85;70;36;46;58;67;42;45;28;28;41;56;50;52;57;64;48;57;53;62;78;85;70;28;28;36;41;42;45;46;48;50;52;53;56;56;57;57;58;62;63;64;67;70;70;76;78;81;85;85
28;48;19;2;8;29;34;13;42;17;22;47;57;38;69;44;38;65;65;50;84;14;13;45;33;24;57;27;0;26;25;6;36;61;34;71;0;6;13;14;17;22;24;25;26;27;33;34;36;38;38;44;45;47;50;57;57;61;65;65;69;71;84
3;8;4;10;29;38;15;36;48;4;29;35;9;37;38;5;36;26;19;27;42;0;26;42;14;34;51;15;28;45;38;45;67;43;71;77;0;4;5;9;14;15;19;26;26;27;28;29;34;35;36;37;38;38;42;42;43;45;45;51;67;71;77
27;35;15;9;21;36;47;43;29;32;34;45;61;65;38;35;42;70;71;75;63;18;31;39;55;49;42;46;38;23;52;62;38;68;71;62;18;23;31;32;34;35;38;38;38;39;42;42;45;46;49;52;55;61;62;62;63;65;68;70;71;71;75
48;34;33;19;49;46;14;8;48;61;89;80;55;49;96;39;70;73;41;29;70;45;71;78;28;37;67;18;12;52;59;56;83;57;49;76;12;18;28;29;37;39;41;45;49;49;52;55;56;57;59;61;67;70;70;71;73;76;78;80;83;89;96
41;14;41;42;44;23;27;27;2;83;82;60;65;66;36;52;52;20;23;41;15;73;77;51;51;55;39;69;54;34;66;57;37;47;41;14;14;15;20;23;34;36;37;39;41;41;47;51;51;52;52;54;55;57;60;65;66;66;69;73;77;82;83
39;26;28;18;33;29;43;20;40;42;70;49;78;54;74;29;43;45;55;29;56;35;61;57;52;38;58;44;24;42;61;45;55;55;30;67;24;29;29;30;35;38;42;42;43;44;45;45;49;52;54;55;55;55;56;57;58;61;61;67;70;74;78
49;39;46;32;5;31;23;45;24;66;38;76;66;77;68;65;29;51;47;76;54;59;45;62;67;88;66;55;61;50;23;47;26;42;73;40;23;26;29;38;40;42;45;47;47;50;51;54;55;59;61;62;65;66;66;66;67;68;73;76;76;77;88
14;49;24;39;24;39;2;38;20;33;35;37;16;46;23;68;66;84;34;76;59;55;37;53;12;48;35;29;64;49;19;42;34;30;67;39;12;16;19;23;29;30;33;34;34;35;35;37;37;39;42;46;48;49;53;55;59;64;66;67;68;76;84
46;21;8;37;9;39;39;22;35;73;35;76;80;49;72;41;28;41;46;24;51;36;17;28;40;21;29;67;47;53;28;13;30;58;44;59;13;17;21;24;28;28;28;29;30;35;36;40;41;41;44;46;47;49;51;53;58;59;67;72;73;76;80
3;39;6;4;23;9;9;9;46;5;6;-7;11;9;37;30;42;42;43;31;67;-4;13;5;6;9;37;12;-7;34;12;24;66;10;12;36;-7;-7;-4;5;5;6;6;9;9;10;11;12;12;12;13;24;30;31;34;36;37;37;42;42;43;66;67
6;49;20;14;30;40;45;29;14;0;33;46;46;24;19;44;73;89;91;66;49;29;42;40;60;49;18;47;24;15;72;53;35;77;65;34;0;15;18;19;24;24;29;33;34;35;40;42;44;46;46;47;49;49;53;60;65;66;72;73;77;89;91
48;45;14;12;35;25;15;8;39;47;72;66;60;48;76;49;79;53;48;41;83;19;40;26;13;11;43;25;9;37;37;29;61;24;24;47;9;11;13;19;24;24;25;26;29;37;37;40;41;43;47;47;48;48;49;53;60;61;66;72;76;79;83
18;35;22;12;10;13;19;10;47;24;17;13;27;28;60;40;25;30;53;42;73;25;16;17;24;24;64;24;13;57;18;10;41;18;16;47;10;13;13;16;16;17;17;18;18;24;24;24;24;25;25;27;28;30;40;41;42;47;53;57;60;64;73
47;6;11;7;48;8;28;46;5;49;95;38;58;81;37;8;47;4;21;50;5;8;53;17;35;57;7;18;37;-5;67;86;36;30;42;-2;-5;-2;4;5;7;8;8;17;18;21;30;35;36;37;37;38;42;47;49;50;53;57;58;67;81;86;95
43;0;13;5;30;35;41;17;5;39;68;62;72;51;47;-11;19;30;36;10;-7;9;27;34;36;11;17;40;10;2;56;39;29;69;37;24;-11;-7;2;9;10;10;11;17;19;24;27;29;30;34;36;36;37;39;39;40;47;51;56;62;68;69;72
21;13;48;19;43;21;36;36;31;22;58;26;40;56;48;28;49;15;45;39;40;52;76;61;81;73;69;49;35;35;75;78;67;57;55;43;15;22;26;28;35;35;39;40;40;43;45;48;49;49;52;55;56;57;58;61;67;69;73;75;76;78;81
7;30;33;28;40;21;17;8;7;28;43;16;4;4;-6;48;62;34;29;32;24;41;63;54;34;35;29;28;20;33;37;43;36;24;27;8;-6;4;4;8;16;20;24;24;27;28;28;29;29;32;33;34;34;35;36;37;41;43;43;48;54;62;63
41;11;18;43;14;35;24;39;47;78;52;69;61;79;74;36;11;33;20;34;54;48;13;50;25;50;51;57;79;78;30;43;45;58;72;78;11;13;20;25;30;33;34;36;43;45;48;50;50;51;52;54;57;58;61;69;72;74;78;78;78;79;79
43;16;26;14;14;36;45;13;17;55;40;79;71;42;44;18;18;51;51;28;26;39;32;53;52;33;42;50;7;20;45;21;12;76;41;53;7;12;18;18;20;21;26;28;32;33;39;40;41;42;42;44;45;50;51;51;52;53;53;55;71;76;79
10;4;10;41;16;12;12;27;41;37;10;4;5;36;47;45;3;16;-1;23;31;31;25;2;8;27;40;43;49;81;8;26;54;21;37;44;-1;2;3;4;5;8;8;10;16;21;23;25;26;27;31;31;36;37;37;40;43;44;45;47;49;54;81
24;29;0;45;24;34;46;24;8;57;34;55;55;42;18;63;52;63;74;42;36;39;19;20;33;10;-10;85;57;36;65;31;18;77;58;42;-10;10;18;18;19;20;31;33;34;36;36;39;42;42;42;52;55;55;57;57;58;63;63;65;74;77;85
2;10;3;20;20;10;36;12;37;9;18;10;34;-3;33;29;21;1;37;19;36;9;6;12;31;-5;26;55;15;57;54;24;48;36;20;40;-5;-3;1;6;9;9;10;12;15;18;19;20;21;24;26;29;31;33;34;36;36;37;40;48;54;55;57
21;23;46;33;47;22;1;31;31;36;60;25;15;42;41;46;69;30;7;49;53;60;74;63;37;65;58;29;62;58;42;67;63;21;46;45;7;15;21;25;29;30;36;37;41;42;42;45;46;46;49;53;58;58;60;60;62;63;63;65;67;69;74
26;10;28;13;42;28;10;12;47;22;64;42;34;28;64;7;49;34;10;3;42;33;64;39;32;25;59;14;20;46;43;39;72;28;22;72;3;7;10;14;20;22;22;25;28;28;32;33;34;34;39;39;42;42;43;46;49;59;64;64;64;72;72
43;19;10;31;2;41;15;26;10;63;39;77;49;57;35;47;6;53;31;32;14;25;1;32;10;34;12;44;42;33;1;11;6;55;48;40;1;1;6;6;10;11;12;14;25;31;32;32;33;34;35;39;40;42;44;47;48;49;53;55;57;63;77
19;42;16;20;11;12;11;23;39;27;17;21;27;34;45;51;45;35;52;60;62;28;17;11;18;19;42;16;31;51;6;14;43;12;32;42;6;11;12;14;16;17;17;18;19;21;27;27;28;31;32;34;35;42;42;43;45;45;51;51;52;60;62
2;21;34;29;32;47;23;36;48;21;15;46;25;18;36;38;41;49;41;54;56;46;63;77;41;68;75;46;57;63;41;61;61;51;72;84;15;18;21;25;36;38;41;41;41;41;46;46;46;49;51;54;56;57;61;61;63;63;68;72;75;77;84
3;36;41;12;9;45;11;43;37;9;1;48;14;32;27;40;31;81;40;69;62;38;32;71;51;69;65;11;46;42;11;33;38;36;68;75;1;9;11;11;14;27;31;32;32;33;36;38;38;40;40;42;46;48;51;62;65;68;69;69;71;75;81
38;44;8;10;5;3;12;39;31;46;43;24;46;62;58;48;34;41;48;75;55;1;13;2;8;38;38;11;44;28;1;29;27;6;30;33;1;1;2;6;8;11;13;24;27;28;29;30;33;34;38;38;41;43;44;46;46;48;48;55;58;62;75
7;36;42;9;47;1;47;3;47;6;41;-5;35;2;51;28;70;20;69;21;80;47;86;23;76;37;82;49;9;45;75;43;78;41;-15;38;-15;-5;2;6;9;20;21;23;28;35;37;38;41;41;43;45;47;49;51;69;70;75;76;78;80;82;86
24;9;32;21;30;15;32;20;36;44;47;21;36;28;48;12;20;10;22;26;32;48;42;45;48;44;66;42;38;57;61;49;51;46;25;44;10;12;20;21;22;25;26;28;32;36;38;42;42;44;44;44;45;46;47;48;48;48;49;51;57;61;66
8;42;15;25;30;24;27;41;1;13;24;29;28;34;-5;60;56;61;51;76;35;40;31;30;36;42;-2;42;50;26;46;71;19;48;62;5;-5;-2;5;13;19;24;26;28;29;30;31;34;35;36;40;42;42;46;48;50;51;56;60;61;62;71;76
14;33;40;19;22;22;27;23;12;19;23;31;22;22;25;50;37;47;58;49;39;40;50;56;51;50;32;27;33;31;47;42;22;41;37;23;19;22;22;22;23;23;25;27;31;31;32;33;37;37;39;40;41;42;47;47;49;50;50;50;51;56;58
31;23;42;44;49;12;3;22;34;68;61;39;20;45;55;61;62;28;11;39;48;70;88;50;40;49;73;36;55;59;42;51;72;6;17;40;6;11;17;20;28;36;39;39;40;40;42;45;48;49;50;51;55;55;59;61;61;62;68;70;72;73;88
39;46;2;16;40;1;23;40;11;36;69;28;60;74;33;53;83;45;66;75;55;17;24;0;5;39;2;20;43;13;55;73;43;4;40;8;0;2;4;5;8;13;17;20;24;28;33;36;39;40;43;43;45;53;55;55;60;66;69;73;74;75;83
42;17;22;29;6;5;3;6;22;65;34;41;26;36;60;38;19;17;12;5;19;40;22;18;5;14;34;27;21;33;-7;7;27;-5;-3;11;-7;-5;-3;5;5;7;11;12;14;17;18;19;19;21;22;26;27;27;33;34;34;36;38;40;41;60;65
18;11;6;30;1;18;33;18;49;38;1;24;37;28;48;25;3;14;33;27;55;17;-3;8;39;21;46;48;34;59;16;8;37;43;26;64;-3;1;3;8;8;14;16;17;21;24;25;26;27;28;33;34;37;37;38;39;43;46;48;48;55;59;64
44;30;47;21;33;1;48;13;30;57;60;30;74;51;68;31;52;22;60;39;46;54;65;39;84;59;67;65;30;43;68;26;58;44;8;26;8;22;26;26;30;30;31;39;39;43;44;46;51;52;54;57;58;59;60;60;65;65;67;68;68;74;84
11;3;24;12;12;49;6;14;36;8;14;49;10;22;44;8;12;47;8;6;19;23;31;57;27;22;50;1;9;33;4;16;28;43;45;66;1;4;6;8;8;8;9;10;12;14;16;19;22;22;23;27;28;31;33;43;44;45;47;49;50;57;66
10;1;33;11;9;48;38;26;15;6;11;54;48;19;25;11;10;42;31;11;4;37;32;69;67;49;46;47;27;25;33;24;17;86;72;47;4;6;10;11;11;11;17;19;24;25;25;27;31;32;33;37;42;46;47;47;48;49;54;67;69;72;86
1;0;7;25;24;14;4;45;12;9;18;6;-11;33;-3;9;16;11;-2;32;5;18;19;21;4;35;7;26;64;35;8;63;22;18;50;22;-11;-3;-2;4;5;6;7;8;9;9;11;16;18;18;18;19;21;22;22;26;32;33;35;35;50;63;64
35;6;5;31;22;30;12;38;36;57;47;65;39;56;62;18;25;16;17;42;25;34;20;35;3;41;29;43;54;51;15;40;56;24;56;51;3;15;16;17;18;20;24;25;25;29;34;35;39;40;41;42;43;47;51;51;54;56;56;56;57;62;65
48;13;27;38;47;42;47;43;2;78;84;86;83;88;47;47;56;45;41;36;13;64;62;69;61;57;19;69;72;21;87;75;32;75;68;40;13;19;21;32;36;40;41;45;47;47;56;57;61;62;64;68;69;69;72;75;75;78;83;84;86;87;88
47;43;21;21;41;0;35;31;39;55;86;34;80;70;71;48;79;25;61;69;71;36;46;12;44;35;51;48;49;56;62;56;68;21;26;33;12;21;25;26;33;34;35;36;44;46;48;48;49;51;55;56;56;61;62;68;69;70;71;71;79;80;86
38;6;33;8;25;12;17;16;33;29;46;42;45;41;53;4;22;17;5;12;33;35;39;31;44;46;52;8;8;37;42;31;40;13;8;33;4;5;8;8;8;12;13;17;22;29;31;31;33;33;35;37;39;40;41;42;42;44;45;46;46;52;53
32;35;29;36;35;5;0;22;44;60;67;26;19;51;74;67;50;35;34;37;63;59;51;27;17;45;69;31;57;66;19;41;76;-15;14;38;-15;14;17;19;19;26;27;31;34;35;37;38;41;45;50;51;51;57;59;60;63;66;67;67;69;74;76
31;16;22;9;49;16;32;31;12;29;64;43;63;62;43;6;53;30;41;47;20;17;65;27;46;40;20;24;26;21;66;63;45;45;32;22;6;17;20;20;21;22;24;26;27;29;30;32;40;41;43;43;45;45;46;47;53;62;63;63;64;65;66
35;31;8;26;9;0;17;26;9;41;34;24;42;58;30;50;25;19;29;39;27;18;-1;-8;13;30;14;38;35;33;19;22;5;1;6;8;-8;-1;1;5;6;8;13;14;18;19;19;22;24;25;27;29;30;30;33;34;35;38;39;41;42;50;58
