q0p0;q0p1;q1p0;q1p1;s02;s03;s12;s13
25;16;11;36;-4;-4;-9;-19
36;30;9;41;-12;-2;-13;-7
39;14;27;34;-2;-13;-5;-5
31;49;7;46;-7;-8;-12;-14
8;6;37;4;-2;-13;-9;-2
7;6;43;45;-10;-16;-3;-7
18;21;28;29;-14;-2;-4;-14
8;18;8;14;-6;-16;-11;-16
49;6;39;38;-2;0;-8;0
10;6;22;27;-20;-8;-13;-13
29;38;25;17;-14;-7;-8;-7
17;26;43;49;-13;-10;-6;-1
6;48;15;9;-19;-4;-14;-15
25;36;25;32;-5;-6;-1;-12
15;10;23;40;-1;-1;-12;0
3;22;1;6;-16;-18;-17;-3
15;2;14;9;-4;-14;-17;-4
14;40;2;33;-20;-14;-1;-6
3;28;47;41;-8;-8;-19;-3
7;25;2;8;-16;-18;-8;-17
9;34;4;4;-1;-5;-11;-12
1;12;26;25;-6;-4;-11;-16
48;14;18;49;0;-14;-8;-18
37;19;15;35;-17;-9;-1;-17
14;19;28;15;-14;-5;-9;-1
45;15;44;41;-15;-4;-12;-9
32;9;45;15;-5;-7;-6;-15
21;5;31;4;-17;-19;-7;-13
35;43;35;17;-7;-8;-16;-4
1;39;15;36;-4;-13;-6;-4
48;42;14;19;-18;-10;-17;-10
26;14;25;38;-2;-10;-13;-16
25;10;47;12;-9;-3;-3;-6
43;8;0;21;-8;-4;-20;-12
41;5;1;1;-1;-17;-6;-3
27;10;33;7;-8;-4;-4;-4
15;19;6;38;-14;-11;-20;-15
48;33;9;32;-6;-11;0;-14
26;42;48;16;-13;-4;-19;-3
42;8;5;18;-1;-10;-4;-16
1;39;28;1;-16;-1;-3;-15
12;27;11;25;-18;-2;-17;-19
4;43;0;27;-5;-12;0;-4
20;4;28;16;-10;-2;-4;-17
32;31;14;22;-20;-20;-13;-1
6;32;32;43;-4;-17;-20;0
0;9;18;9;-11;-1;-12;-17
15;20;46;35;-5;-8;-5;-9
47;4;37;3;-7;-8;-2;-14
42;8;42;5;-11;-4;-4;-19
22;41;47;12;-5;-14;-14;-6
21;4;27;42;-9;-19;-11;-7
21;41;10;20;0;-13;-17;-10
19;13;0;43;0;-9;-11;-14
48;11;24;44;-17;-1;-13;-8
14;14;12;24;-10;-20;-16;-20
34;41;32;6;-17;-3;-14;-17
6;11;12;31;-3;-18;-15;-9
40;18;34;42;-2;-16;-15;-13
41;19;11;48;-19;-15;-11;-15
49;30;45;19;-20;-13;-8;-5
2;21;14;44;-8;-17;-10;-3
22;7;42;7;-2;-4;-12;-7
2;33;45;49;-15;-1;-18;-2
11;0;12;45;-16;0;0;-17
34;48;43;15;-20;-13;-18;-7
13;9;10;4;-9;-12;-3;-18
28;19;4;4;-10;-3;-17;-16
44;23;21;46;-18;-7;-16;-5
23;22;9;12;-6;-15;-8;-4
11;31;10;37;-14;-1;-8;-17
40;20;2;40;-17;-14;-14;-3
35;16;28;24;-6;-7;-4;-9
28;32;27;22;-8;-10;0;-14
17;13;38;3;-5;-9;-2;0
47;11;20;3;-10;-9;-17;-10
25;21;6;47;-17;-9;-18;-1
25;25;27;34;-3;-17;-9;-12
3;23;40;12;-9;-17;-3;-12
40;12;5;22;-6;-3;-19;-13
25;25;3;21;-11;-15;-20;-5
9;4;30;28;-13;-17;-7;-1
21;30;32;0;-1;-5;-20;-17
13;3;6;23;0;0;-12;-3
30;16;23;12;-10;-9;-6;-20
33;6;39;19;-3;-16;-18;-3
3;35;12;43;0;-14;-17;-14
12;21;23;13;-10;-14;-17;-6
47;43;9;16;-11;-15;-11;-19
7;26;5;11;-9;-2;-18;-12
24;43;0;25;-6;-16;-20;-15
34;10;40;39;-19;-19;-11;-18
17;42;29;23;-4;-9;-19;-2
38;35;41;38;0;-6;-13;-6
28;20;48;16;-11;-2;-6;-6
31;16;32;2;-9;-19;-16;-10
0;22;4;5;-5;-5;-2;-17
30;27;27;20;-7;-18;-3;0
28;16;25;26;-16;-19;-2;-20
15;26;13;17;-3;-18;-15;-12
10;18;48;1;-4;-15;-19;-4
44;0;43;47;0;-11;-13;-13
32;7;45;37;-16;-11;-4;-6
0;4;35;49;-1;-13;-16;-15
43;36;20;15;-3;-19;-18;-1
48;31;5;38;-15;-20;-6;-10
3;29;2;15;-1;-12;-17;-11
26;4;40;35;-12;-14;-5;-4
45;49;26;1;-15;-10;-5;-7
30;28;40;18;-8;-17;-2;0
34;19;17;21;-6;-7;-1;-5
49;3;0;44;-11;-8;-8;-6
11;20;13;35;-18;-20;-6;0
26;3;45;37;-2;-15;-11;-9
0;12;8;3;-3;0;-14;-14
12;29;35;10;-18;-16;-8;-4
37;30;35;32;-6;-7;-19;-5
24;38;22;6;-6;-18;-11;-7
19;44;16;44;-1;-11;0;-14
39;35;40;21;-1;-7;-8;-13
0;41;7;32;-15;-13;-8;-9
37;9;0;18;-9;-14;-4;-13
2;44;48;16;-11;-16;-1;-2
27;6;9;27;-12;-17;-12;-19
3;34;12;40;-17;-18;-10;-9
39;13;19;34;-10;-16;-2;-11
26;10;31;49;-7;-7;-12;-12
30;42;22;40;-10;-14;-1;0
32;22;9;29;-7;-5;-17;-14
48;18;2;13;-20;-18;-1;-11
17;47;40;16;0;-6;-4;-14
29;20;6;6;-5;-12;-13;-1
27;29;43;16;-3;-12;-16;-20
23;34;21;25;-11;-3;0;-11
4;5;9;44;-7;-4;-6;-9
28;7;3;13;-5;-10;-12;-16
38;35;31;12;-1;-19;-9;-5
7;9;16;23;0;-5;-13;-12
18;27;13;15;-12;-1;-6;-9
46;28;33;34;-18;-5;-13;-11
30;11;43;22;-19;-8;-8;-14
48;34;47;6;-14;-20;-1;-8
41;27;37;20;-2;-11;-7;-13
7;20;35;15;-20;-9;-6;-12
42;30;17;7;-2;-2;0;-20
38;11;34;24;0;-6;-4;-5
31;17;23;35;-19;-9;-17;-2
39;45;4;27;-1;-1;-6;-10
23;25;31;13;-20;-9;-10;-17
36;31;31;29;-5;-5;-6;-15
20;33;17;46;-12;-10;-9;-9
7;47;33;9;-2;-11;-12;-11
11;37;9;42;-19;-7;-20;-2
18;31;25;44;-9;-11;-3;-4
0;17;39;39;-10;-7;-4;0
14;21;2;28;-5;-18;-9;-16
18;9;2;4;-1;-6;-6;-5
23;5;10;16;-19;-2;-5;-3
42;35;8;47;-16;-16;-12;-9
47;20;41;46;-15;-19;-13;-14
7;42;22;38;-17;-12;-4;-7
14;5;36;36;-19;-16;-18;-13
28;10;0;33;-6;-13;-4;-18
46;46;4;4;-5;-3;-1;-20
6;0;46;6;-11;-4;-20;0
16;24;4;41;-3;-2;-14;-1
33;30;24;33;-4;-1;-19;-11
38;14;19;15;-2;-12;-19;-8
43;18;38;21;-7;-9;-9;-4
35;3;42;2;-10;-9;-16;-17
19;18;39;0;-2;-4;-16;-9
31;49;39;32;-6;-8;-12;-20
42;10;7;42;-5;-1;-14;-7
24;48;7;32;-14;-9;-11;-20
17;14;0;30;-18;0;-1;-18
29;41;36;4;-11;-12;-11;-16
19;10;8;13;0;-18;-16;-16
5;34;0;8;-2;-13;0;-11
0;14;49;17;-14;-13;-14;-4
49;9;28;6;-10;-2;-20;-19
39;36;11;13;-17;-3;-10;-8
0;14;32;6;-14;0;-6;-18
29;44;32;12;0;-15;0;-12
5;39;37;30;-13;-1;-2;-6
26;47;20;25;-12;-4;-2;-13
34;21;18;40;0;-8;-11;-19
48;13;10;22;0;0;-13;-4
34;31;43;45;-8;-20;0;-4
13;37;31;36;-3;-16;-8;-13
17;3;33;46;-13;-20;-15;-20
35;1;16;10;-16;-4;-14;-7
21;32;40;25;-12;-10;-3;-1
13;36;47;18;-5;-2;-4;-11
17;3;28;5;-2;-3;-8;-6
37;37;44;41;-18;-18;0;-10
37;45;32;45;-6;-9;-13;-6
15;25;10;22;0;-5;-19;-18
38;21;1;29;-9;-19;-6;0
49;1;36;34;-6;-13;-6;-19
24;30;11;15;-10;-7;-19;-4
10;18;28;41;-9;-11;-11;-14
2;2;3;27;-19;-14;-9;-8
31;45;37;13;-20;-8;-13;-6
8;39;16;14;-6;-12;-14;-7
23;37;6;29;-8;-20;-8;-13
14;7;38;1;-8;-19;-11;-1
31;46;29;33;-14;-16;-18;-3
18;44;43;33;-7;-19;-18;-3
22;16;39;8;-15;-8;-3;-20
23;33;30;10;-19;-20;-14;-8
38;42;23;30;-12;-4;-4;-12
0;12;23;30;-5;-1;-16;-1
17;29;1;20;-13;-7;-5;-17
23;40;11;17;-4;-17;-20;-13
16;39;44;22;-1;-4;-14;-10
38;6;49;21;0;-7;-6;-17
44;38;19;44;-13;-9;-6;-6
23;43;43;42;-1;-16;-5;-8
7;49;20;7;-12;-5;-11;-3
20;48;47;40;-18;-1;-1;-10
33;14;45;3;-6;-16;-16;-11
13;12;47;34;-17;-18;0;-11
23;47;21;20;-2;-7;-20;-4
32;10;29;20;-5;-8;-14;-3
13;44;44;29;-3;0;-18;-18
22;42;25;29;-12;-8;-2;-16
22;45;0;18;-7;-6;-3;-6
24;31;7;49;-4;-13;-5;-1
29;5;12;15;-10;-5;-1;-14
10;45;46;5;-4;-15;-1;-3
14;16;31;9;-17;-2;-3;-12
28;49;24;48;-18;-15;-17;-4
2;27;26;42;-7;-10;-10;-16
11;27;8;32;-4;-2;-14;-4
28;20;1;39;-20;-6;-9;-16
39;41;32;49;-5;-17;0;-10
18;45;21;34;-5;-5;-7;-9
10;39;17;18;-12;-18;-12;-3
33;47;32;15;-18;-4;-11;-19
11;6;23;0;-4;-6;-18;-20
20;15;26;0;-10;-20;-7;-5
36;49;39;21;-2;-1;-18;-9
1;12;1;39;-18;-5;-15;-17
49;3;28;38;-13;-20;-7;-14
4;5;24;42;-4;-12;-13;-14
3;19;48;49;-19;-9;-19;-17
3;30;24;45;-6;-7;-15;-6
48;33;4;49;-19;-12;-10;-14
47;28;27;16;-4;-17;-17;-14
30;4;37;15;-17;-13;-20;-18
34;31;8;47;0;-5;-3;-18
49;38;37;42;-1;-11;-1;-13
17;3;19;22;-18;-17;-16;-6
2;43;15;47;-4;-5;-20;-15
40;3;3;7;-18;-1;-16;-15
10;26;18;41;-9;-19;-7;-17
40;28;42;49;-20;-14;-4;-3
28;44;40;30;-15;-18;-9;-10
34;43;45;13;-17;-9;-9;-2
0;10;14;3;-12;-18;-5;-9
7;2;33;47;-9;-12;-19;-2
8;2;13;24;-11;-16;-4;-3
44;33;27;18;-6;-3;-6;-19
7;49;21;11;-9;-9;-14;-4
18;22;37;37;-19;-17;-14;-19
46;42;38;49;-20;-19;-16;-5
40;0;9;1;0;-14;-6;-11
21;35;1;48;-1;-2;-7;-2
22;42;41;2;0;-12;-6;-7
33;8;25;20;-15;-4;-12;-17
26;37;45;15;-17;-15;-20;-17
10;8;41;9;-9;-12;-20;-13
37;22;14;32;-17;-11;-20;-14
48;46;30;46;-18;-18;-10;-9
37;14;47;46;-6;-18;-4;-6
7;6;10;8;-12;-12;-18;-9
9;33;27;19;-19;-1;-6;-10
49;26;2;4;-6;-11;-14;-7
27;12;20;49;-7;-12;-4;-9
1;45;19;24;-9;-8;-14;-1
25;2;33;19;-9;-17;-17;0
10;26;36;45;-5;-3;-9;-5
33;36;47;9;-5;-10;0;-10
24;18;1;26;-4;-18;-11;-9
12;44;23;9;-10;-3;-14;-18
11;19;46;31;-14;-11;-17;-5
6;35;4;7;-10;-7;-3;-12
34;15;42;20;-11;-16;-11;-10
41;47;1;0;-11;-15;-17;-12
12;12;35;5;-16;-2;-13;-19
47;35;49;5;-4;-20;-7;-5
8;17;15;1;-14;-16;-3;-13
21;46;6;48;-15;-14;-18;-4
28;12;22;17;-12;-16;-14;-8
2;24;45;17;-17;-19;-3;-5
44;9;19;16;-8;-17;-4;-14
16;25;44;9;-7;-2;-18;-18
11;43;29;40;-13;-18;-9;-11
10;1;30;4;-5;-3;-4;-3
42;47;15;33;-11;-17;-15;-19
41;30;37;23;-19;-15;-14;-15
31;24;13;40;-3;-12;-13;-8
8;17;1;24;-19;-15;-4;0
1;43;6;12;-13;-19;-18;-1
34;12;21;23;-7;-19;-16;-7
27;17;36;43;-9;0;-11;-19
47;4;35;34;-13;-11;-2;-11
46;1;33;30;-13;-12;-16;-9
20;44;30;38;-13;-12;-1;-2
23;8;46;12;-8;0;-14;-14
42;15;26;15;-4;-13;-3;-1
38;28;16;18;-7;-11;-7;-3
2;3;4;9;0;-14;-16;-12
46;2;0;38;-16;-20;-10;-3
20;44;45;30;-2;-3;-14;-15
8;38;42;41;-13;-11;-5;-4
4;32;45;21;-11;-18;-5;-1
18;12;10;23;-9;-19;-16;-9
20;48;20;28;-2;-8;-6;-8
41;6;48;14;-2;-16;-12;-6
43;33;44;33;-14;-20;0;-18
28;10;20;8;-14;-9;-4;-20
28;19;39;9;-7;-1;-11;-14
24;7;28;12;-11;-9;-9;-14
28;27;28;21;-12;-12;-9;-3
8;20;9;11;-7;-14;-14;0
20;30;4;37;-14;-15;-10;-8
28;16;46;2;-19;-4;-11;-20
4;18;27;10;-14;-14;-16;-15
23;49;14;39;-6;-15;-14;-9
37;47;37;16;0;-4;-2;-16
5;21;40;40;-2;0;0;0
45;3;9;35;-3;-1;-20;-12
46;29;5;10;-20;-8;-9;-18
9;43;36;10;-15;-16;-7;-12
13;34;48;21;-16;-4;-3;-3
13;49;15;1;-5;-20;-7;-16
36;44;19;1;-8;-9;-14;-9
28;37;10;21;-15;-3;-7;-10
2;20;32;0;-6;-4;-15;0
6;27;8;41;-16;-4;-16;-20
30;46;34;24;-7;-4;-12;0
29;18;31;37;-9;-9;-9;-3
44;49;4;14;-9;-7;-15;-6
2;8;12;11;-2;-12;-5;-5
7;48;39;34;-6;-8;-9;-5
10;17;48;38;-9;-2;-20;-15
11;47;24;39;-19;-18;-20;-13
38;22;7;46;-20;-1;-10;-9
2;1;42;27;-13;-4;-2;-10
35;1;48;19;-2;-16;-16;-5
4;20;44;22;-20;-12;-3;-3
7;17;35;19;-6;0;-5;-17
35;19;9;38;-8;-16;-6;-19
3;36;14;23;-2;-9;-14;-18
17;8;42;11;-1;-14;-15;-4
4;18;49;12;-10;-16;-1;-19
1;26;3;6;-3;-14;-19;-10
5;2;16;9;-19;-7;-3;-19
19;7;24;29;-18;-13;-20;-15
29;23;9;19;-8;-7;-11;-12
38;23;27;19;-20;-12;-15;-18
37;46;22;11;-10;-18;-5;-7
35;46;6;14;-1;-9;-9;-5
2;24;15;21;-3;-1;-9;-20
10;33;12;38;-9;-20;-16;-5
20;36;4;23;-20;-5;-2;-16
29;3;31;24;-13;-17;-17;-5
4;1;48;26;0;-8;-11;-1
8;43;39;32;-15;-15;-6;-18
42;31;13;44;-18;-10;-9;-8
39;11;21;27;-3;-4;-1;-2
42;3;22;11;-19;-9;-11;0
29;12;31;7;-1;0;-16;-18
49;26;18;8;-7;-13;-12;-1
44;32;37;46;-20;-5;-17;-17
38;2;18;33;-2;-9;-1;-16
1;41;7;25;-9;-3;-20;-12
7;37;48;18;0;-13;-6;-15
8;44;42;40;-15;-3;-10;-17
31;47;12;0;-18;-16;-19;-20
22;14;26;36;-20;-11;-12;-9
42;46;25;37;-4;-18;-7;-12
13;28;34;35;-6;-1;-20;-5
13;2;39;4;-3;-13;-1;-11
4;37;43;21;-12;-19;-5;-20
47;42;18;5;-5;-15;-10;-6
20;1;40;17;-12;-9;-5;-19
27;20;19;44;-2;-3;-10;-15
12;31;10;22;-14;-4;-17;-17
34;6;2;23;-6;-16;-12;-6
3;4;23;38;-18;-18;-7;-14
43;15;0;11;-14;-5;-8;-16
19;3;16;15;-20;-13;-4;-4
33;8;21;38;-8;-14;-15;-11
2;27;36;20;-6;-15;-18;-10
18;35;47;9;-7;-19;-14;-5
1;6;36;10;-4;-11;-11;-4
5;15;38;16;-20;0;-15;-4
21;2;9;12;-7;-2;-3;-5
30;10;33;37;-19;-1;-17;-1
32;36;38;40;-5;-10;-2;-16
15;8;48;2;-15;-3;-20;-11
25;30;1;33;-7;-20;-4;-2
45;4;4;44;-9;-11;-8;-12
20;46;48;16;-8;-15;-3;0
38;3;0;14;-17;-15;-10;-17
20;27;20;38;-14;-6;-1;-16
42;33;41;10;-11;-8;-18;-3
1;10;18;43;-17;-8;0;-19
44;9;1;18;-4;-1;-11;-6
14;3;25;44;-13;-4;-7;-10
33;37;9;29;-10;-13;-8;-15
32;22;8;5;-13;-10;-2;-18
31;48;34;37;-6;-12;-3;-16
34;25;3;21;-6;-7;-16;-20
6;30;3;42;-4;-2;-10;-12
25;38;18;49;-13;-2;-19;-3
12;14;30;1;-16;-10;-18;-1
3;12;35;7;-5;-15;-4;-17
15;16;23;16;-9;-7;-20;-17
11;10;8;45;-6;-12;0;-20
34;39;24;2;-19;-4;-16;-1
46;44;1;6;-4;0;-14;-12
8;28;6;11;-16;-2;-2;-15
19;30;49;20;-2;-12;0;-3
18;5;0;26;-16;-8;-14;-15
26;27;17;14;-19;-9;-12;-17
17;12;23;25;-5;-20;-16;-9
34;29;36;3;0;-4;-9;-5
25;40;22;21;-19;-17;-11;-6
5;8;9;22;-17;-18;0;-17
48;45;42;49;-18;-16;-19;-11
11;32;23;9;-15;0;-6;-17
27;27;47;15;-8;-15;-3;-13
29;5;8;1;-9;-3;-6;-20
40;18;28;1;-18;-18;-6;-19
11;42;49;26;-5;-10;-12;-9
45;20;29;27;-12;-8;-16;-2
26;24;48;35;-2;-1;-2;-11
4;33;24;48;0;-3;-16;-1
33;24;47;39;-2;-2;-20;-7
12;39;19;20;-14;-1;-15;-5
13;47;27;48;-14;0;0;-14
9;48;48;33;-2;-6;-4;-3
35;1;26;14;-3;-11;-5;-2
15;26;19;12;-16;-3;-13;-17
35;43;17;20;-13;-11;-1;-11
5;22;0;40;-7;0;-3;-15
26;12;40;38;-6;-14;-2;-13
11;20;42;33;-19;-12;-17;-9
7;30;0;0;-3;-9;-9;-6
47;22;34;14;-16;-18;-1;-20
35;30;35;25;-6;-4;-11;-11
26;44;12;41;-6;0;-4;-9
14;11;38;2;-5;-1;-12;-11
45;23;42;41;-16;-6;-1;-5
44;1;3;27;-10;-16;-14;-5
9;8;45;26;-8;-19;-3;-16
45;33;2;30;-3;-17;-7;-3
13;28;13;7;-19;0;-13;0
7;44;48;46;-7;-13;-20;-5
25;22;49;29;-19;-16;-16;-18
49;37;3;22;-19;-11;-3;-2
10;35;33;32;-15;-17;-6;-15
14;37;30;20;-14;-17;-18;-11
7;13;22;26;-13;-18;-13;-11
0;17;39;29;-18;-1;-17;-1
37;30;1;39;-2;0;-11;-5
9;12;27;14;-14;-15;-8;-20
30;46;0;4;-20;-13;-2;-8
41;30;42;28;-4;-15;-13;-18
6;11;6;11;-5;-16;-5;-15
1;36;38;10;-1;-8;-7;-18
13;49;34;27;-1;-7;-20;-14
13;10;16;13;-14;-5;-17;-16
36;26;23;44;-17;-12;-5;-7
5;15;23;43;-19;-14;-17;-6
0;26;24;11;-19;-11;-11;-13
34;41;11;30;-8;-12;-6;-19
17;37;11;38;-17;-8;-19;-2
14;17;35;46;-16;-7;-12;-13
0;10;22;16;-4;-15;-11;-17
15;6;23;23;0;-1;-5;-4
34;19;33;28;-1;-1;-2;-19
6;17;31;13;-18;-1;0;-20
0;44;28;28;-5;-12;-17;-20
27;3;14;36;-16;-8;-1;-12
36;12;34;10;-17;-15;-18;-2
43;5;21;29;0;-11;-5;-6
34;35;14;2;-8;-1;-2;-8
39;24;44;35;-19;-11;-19;-6
47;33;48;24;-2;-2;-1;-6
14;8;12;31;-9;-19;-6;-17
34;18;1;31;-20;0;-1;-7
8;1;37;25;-19;-15;-10;-19
38;36;40;34;-17;-1;-4;0
28;17;9;46;-3;-1;-2;-8
49;26;46;26;-10;-18;-17;-18
42;8;2;18;-3;-16;-7;-16
44;44;20;1;-11;-6;-1;-20
12;29;7;21;-17;-5;-9;-13
3;7;47;43;-7;-8;-15;-14
44;5;42;36;0;-9;-18;-9
38;42;47;11;-4;-20;0;-8
42;6;20;14;0;-6;-8;-19
0;29;11;5;-3;-5;-7;-7
43;23;31;10;-11;-9;0;-8
43;7;4;0;-20;-19;-16;-13
42;34;48;28;-14;-12;-20;-7
14;1;48;29;-9;0;-7;-10
22;9;9;15;-8;-12;-4;-19
9;19;10;24;-20;-15;-20;-1
47;3;30;15;-4;-9;-13;-9
47;31;25;5;-1;-18;-1;-17
16;18;4;20;-11;-4;-17;-16
35;24;6;22;-10;-5;-14;-7
26;43;39;6;-13;-15;-13;-2
49;27;44;23;-12;-20;-9;-14
35;16;47;17;-17;-7;-5;-13
6;10;1;13;-12;-16;-15;-12
24;14;43;34;-8;-17;-10;-14
34;5;36;45;-15;-15;-19;-11
14;3;39;10;0;-14;-12;-6
1;11;6;45;-13;-20;-10;-7
19;37;31;1;0;-10;0;-17
32;12;6;6;-15;-8;-20;-16
22;9;2;15;-1;-13;-10;-1
40;45;28;49;-17;0;-16;-4
20;5;31;15;-19;-9;-12;0
38;30;39;47;-6;-18;-15;-12
44;13;44;7;-14;-12;-20;-11
19;19;26;34;-16;-4;-14;-7
16;7;47;48;-8;-10;-1;-8
43;5;13;29;-18;-10;-8;-4
19;35;8;13;-11;-8;-8;-18
38;44;26;31;-18;-11;-15;-1
5;16;21;28;-15;-20;-7;-17
5;11;32;34;-4;-19;-13;-11
7;45;13;14;-7;-16;-4;-10
5;40;48;42;-3;-3;-15;-6
41;49;44;21;-6;-10;-4;-6
25;0;41;44;-9;-8;-8;-19
3;44;19;29;-7;-12;-14;-11
23;4;30;14;-12;-3;-12;-5
16;46;18;11;-14;-7;-7;-11
13;7;19;21;-1;-7;-2;-14
22;32;10;44;-10;-17;-7;-5
19;30;43;32;-12;-19;-8;-16
29;26;35;36;-18;-9;-11;-3
22;39;2;40;-11;-11;-19;-11
40;0;24;34;-7;-12;-1;-13
38;37;24;20;-17;-13;-16;-20
10;8;43;0;-19;-18;-20;-15
48;11;41;5;-3;-5;-7;-5
26;2;36;27;-9;-9;-7;-11
10;33;24;22;-19;-8;-11;-9
37;45;33;48;0;-1;-1;-9
27;1;29;17;-6;-13;0;-8
34;7;26;26;-11;-5;-10;-12
3;3;46;42;-20;-10;-2;-13
30;10;37;28;-15;-10;-4;-6
3;28;41;45;-11;-7;-14;-11
43;14;39;9;-1;-16;-7;-19
35;47;16;23;-19;-9;0;-16
39;31;36;19;-18;-12;-2;-3
11;19;43;49;-16;-8;-11;-7
16;11;24;35;-16;-7;-5;0
33;22;5;38;-2;-5;-16;-1
10;19;9;12;0;-1;-12;-1
6;36;39;10;-11;0;-4;-4
22;16;17;17;-18;-16;-6;-17
6;47;10;16;-15;-13;-7;-19
32;28;43;42;-12;-20;-15;0
44;0;49;29;-17;-3;-2;-8
34;26;22;11;-11;-19;-14;-6
48;12;35;9;-2;-18;-1;-4
33;40;43;24;-6;-15;-11;-16
11;4;21;12;0;-8;-13;-7
49;30;43;20;-11;-9;-5;-16
21;13;40;1;0;-17;-3;-14
24;27;6;9;-18;-12;-8;-1
23;21;29;9;-4;-6;0;-9
25;9;13;25;-5;-3;-11;-14
44;29;49;16;-18;-11;0;-3
7;24;19;31;-18;-12;-4;-7
10;29;27;45;-8;-12;-12;-13
32;13;25;30;-4;-4;-9;-5
38;2;21;41;-2;-19;-5;-6
36;31;7;4;-13;-18;-4;-3
47;15;39;8;-11;-5;-4;-7
31;49;8;15;-10;-16;-13;-8
12;28;7;40;-15;-1;-19;-1
1;38;9;31;-2;-9;-8;-9
32;3;41;5;-13;0;-9;-16
49;49;36;46;-12;-5;-3;-16
38;3;39;22;-2;0;-15;-3
45;9;15;43;-11;-15;-15;-7
18;45;11;18;-3;-13;-4;-5
26;6;7;15;-18;-15;-2;-3
13;33;13;21;-11;-8;-16;-13
18;9;41;39;-14;-3;-18;-5
48;2;13;29;-17;-14;-9;-2
15;28;1;35;-17;0;-5;-4
22;6;36;39;-1;-6;-2;-5
10;44;38;16;-6;-15;-19;-17
20;33;19;16;-19;-15;-20;-9
28;46;48;23;-7;-5;-15;-3
20;15;19;44;-13;0;-9;-3
29;28;32;7;-9;-18;-16;-18
38;4;0;35;-9;-7;-11;-4
22;46;17;16;-9;-11;-10;-3
12;15;7;3;-2;-7;-3;-7
29;38;32;3;-13;-16;-3;-9
43;25;13;1;-10;-19;-14;-11
43;15;11;21;-16;-6;-7;-13
27;34;19;44;-3;-3;-14;-2
15;2;21;22;-8;-12;-1;-8
35;28;35;37;-17;-13;-4;-13
30;14;46;1;-4;-1;-20;-13
4;22;34;37;-17;-13;-2;-11
0;6;22;12;-13;-7;-7;-19
15;13;12;11;-11;0;-4;-7
12;1;24;15;-10;-3;-13;-19
48;11;16;29;-15;-9;-2;-13
13;9;17;21;-13;0;-19;-19
35;20;13;4;-16;-8;-14;-17
19;5;36;42;-13;-15;-18;-20
17;19;28;27;-8;-20;-20;-10
38;15;5;20;-14;-20;-12;-11
34;26;2;40;-7;-20;-12;-6
17;22;24;16;-7;-17;-12;-3
9;9;35;9;-14;-3;-15;-12
33;38;44;41;-8;0;-3;-8
47;1;37;22;-5;-1;-8;-14
47;18;42;35;0;-7;-8;-18
13;16;25;11;-1;-19;-4;-6
10;19;44;32;-20;-15;-10;-6
8;40;9;47;-2;-16;-19;0
16;34;44;11;-19;-7;-18;-6
12;5;18;5;-11;-7;-9;-16
10;5;32;32;0;-3;-16;-1
1;41;9;43;-3;0;0;-10
8;44;41;49;-7;-18;-9;-11
33;18;7;21;-18;-9;-8;0
5;47;34;36;-14;-16;-18;-14
36;6;27;11;-17;-12;-3;-10
31;20;21;18;-14;-3;-2;-5
28;10;13;0;-13;-20;-10;-7
40;25;16;18;-6;-15;-17;-7
34;6;8;40;-5;-14;-3;-1
36;10;36;47;-6;-16;-8;-12
0;43;38;22;-20;-6;-3;-4
31;31;26;45;0;-19;-4;-6
1;27;32;30;-14;-8;-3;-13
9;44;36;14;-20;-13;-3;-6
14;49;32;29;-3;-13;-10;-11
5;25;12;47;-20;-12;-9;-13
25;8;39;40;-3;-12;-3;-17
42;10;45;10;-12;-4;-14;-14
11;17;13;21;-15;-9;-8;-5
20;29;16;8;-5;-15;-11;-10
28;24;9;14;-20;-10;-7;-9
49;44;6;40;-13;-11;-13;-9
38;25;38;31;-15;-15;-20;-16
46;34;13;44;-8;-20;-19;-9
36;36;24;8;-7;-8;-7;-15
17;37;22;40;-14;-19;-20;-6
37;37;31;4;-4;-4;-7;-18
30;45;6;3;-9;-19;-1;-11
44;29;41;29;-1;-2;-15;-2
46;24;17;37;-4;-12;-11;-7
36;7;37;24;-5;-1;-20;-19
9;28;25;46;-6;-15;-14;-13
43;41;8;44;-17;-15;-18;-18
10;37;15;49;-19;-4;-7;-5
10;25;15;25;-14;-13;-12;-4
15;43;21;9;-6;-16;-19;-5
7;34;5;31;-20;-6;-20;-7
24;11;11;38;-2;-12;-19;-17
43;10;25;2;-19;-18;-4;-7
44;35;40;11;-1;-1;-1;-10
49;46;7;33;-11;-7;-17;-9
22;10;13;41;-20;-9;-7;-6
3;36;14;48;-11;-16;-1;-6
36;38;34;43;-7;-17;-3;-10
6;42;39;28;-16;-3;-12;-8
23;41;42;20;-10;-12;-9;-9
1;10;47;48;-11;-13;-8;-16
11;31;17;10;-15;-19;-7;-9
33;43;12;31;-19;-1;-3;-3
42;43;13;19;-4;-2;-14;-19
11;36;12;44;-20;-11;-17;-2
40;15;15;25;0;-9;-14;-6
48;18;43;23;-8;-19;-11;-9
0;47;23;12;-1;-8;-17;-17
11;24;31;29;-13;-12;-1;0
31;33;42;35;0;0;-1;-19
21;21;6;2;-8;-17;-13;-11
23;34;20;34;-8;-15;-10;-13
42;20;35;10;-6;-17;-5;-20
14;37;26;21;-15;-20;-18;-9
15;37;38;1;-11;-18;-18;-3
8;37;20;43;-16;-16;-4;0
23;8;12;30;-16;-16;-14;-16
