q0p0;q0p1;q0p2;q1p0;q1p1;q1p2;q2p0;q2p1;q2p2;s[0, 3];s[0, 4];s[0, 5];s[0, 6];s[0, 7];s[0, 8];s[1, 3];s[1, 4];s[1, 5];s[1, 6];s[1, 7];s[1, 8];s[2, 3];s[2, 4];s[2, 5];s[2, 6];s[2, 7];s[2, 8];s[3, 6];s[3, 7];s[3, 8];s[4, 6];s[4, 7];s[4, 8];s[5, 6];s[5, 7];s[5, 8];cost_ranking 0;cost_ranking 1;cost_ranking 2;cost_ranking 3;cost_ranking 4;cost_ranking 5;cost_ranking 6;cost_ranking 7;cost_ranking 8;cost_ranking 9;cost_ranking 10;cost_ranking 11;cost_ranking 12;cost_ranking 13;cost_ranking 14;cost_ranking 15;cost_ranking 16;cost_ranking 17;cost_ranking 18;cost_ranking 19;cost_ranking 20;cost_ranking 21;cost_ranking 22;cost_ranking 23;cost_ranking 24;cost_ranking 25;cost_ranking 26
49;13;41;48;8;16;24;17;21;84;48;60;64;51;53;53;10;26;34;15;30;74;43;44;51;53;44;54;48;59;27;7;22;31;20;26;7;10;15;20;22;26;26;27;30;31;34;43;44;44;48;48;51;51;53;53;53;54;59;60;64;74;84
29;32;26;17;20;23;24;32;32;27;29;38;35;52;59;44;33;44;43;49;59;27;45;43;36;47;40;39;40;41;41;48;51;41;38;50;27;27;29;33;35;36;38;38;39;40;40;41;41;41;43;43;44;44;45;47;48;49;50;51;52;59;59
41;15;15;27;1;1;42;1;10;61;34;40;80;33;39;36;-2;13;45;14;22;41;2;12;52;2;9;50;26;33;43;-17;-1;41;1;-3;-17;-3;-2;-1;1;2;2;9;12;13;14;22;26;33;33;34;36;39;40;41;41;43;45;50;52;61;80
16;34;49;32;34;5;19;2;39;44;36;7;25;3;46;60;55;19;42;26;57;68;73;36;49;49;79;47;33;57;47;30;70;9;5;25;3;5;7;9;19;25;25;26;30;33;36;36;42;44;46;47;47;49;49;55;57;57;60;68;70;73;79
15;21;41;40;23;47;9;34;42;48;26;51;8;34;37;57;43;65;17;37;48;81;62;80;43;68;71;45;55;64;13;40;52;38;77;75;8;13;17;26;34;37;37;38;40;43;43;45;48;48;51;52;55;57;62;64;65;68;71;75;77;80;81
46;36;23;34;27;13;21;15;9;75;64;47;52;60;54;65;54;49;37;31;26;37;40;18;42;20;24;46;30;38;44;34;27;34;27;12;12;18;20;24;26;27;27;30;31;34;34;37;37;38;40;42;44;46;47;49;52;54;54;60;64;65;75
16;16;4;35;48;16;14;21;41;37;45;30;25;28;47;32;57;29;23;17;54;27;48;18;0;14;26;32;36;57;56;54;79;22;24;53;0;14;17;18;22;23;24;25;26;27;28;29;30;32;32;36;37;45;47;48;53;54;54;56;57;57;79
18;27;16;6;10;39;42;26;29;21;9;50;54;31;44;33;30;52;62;51;38;15;25;36;43;38;25;45;27;35;37;22;21;72;45;60;9;15;21;21;22;25;25;27;30;31;33;35;36;37;38;38;43;44;45;45;50;51;52;54;60;62;72
43;43;39;27;18;21;22;37;34;51;57;56;49;69;65;51;48;63;60;68;68;60;48;45;47;58;61;41;60;51;28;44;46;37;55;37;28;37;37;41;44;45;46;47;48;48;49;51;51;51;55;56;57;58;60;60;60;61;63;65;68;68;69
1;27;45;35;38;40;39;42;47;17;38;35;36;31;30;56;46;47;65;50;55;78;72;66;79;69;78;67;75;71;61;64;77;67;64;84;17;30;31;35;36;38;46;47;50;55;56;61;64;64;65;66;67;67;69;71;72;75;77;78;78;79;84
42;43;48;4;41;27;33;0;14;42;68;67;65;38;48;27;81;63;58;31;56;40;82;59;80;35;59;32;3;4;64;21;52;42;13;33;3;4;13;21;27;31;32;33;35;38;40;42;42;48;52;56;58;59;59;63;64;65;67;68;80;81;82
20;26;18;44;49;17;27;24;26;44;59;31;34;42;30;68;69;35;37;35;39;57;58;15;31;22;37;63;57;58;68;64;60;31;39;32;15;22;30;31;31;31;32;34;35;35;37;37;39;39;42;44;57;57;58;58;59;60;63;64;68;68;69
21;1;31;15;34;33;29;29;39;33;39;42;34;47;47;-3;35;23;12;10;21;28;53;59;60;50;59;39;34;35;45;50;67;48;43;61;-3;10;12;21;23;28;33;34;34;35;35;39;39;42;43;45;47;47;48;50;50;53;59;59;60;61;67
38;43;19;28;20;16;11;27;38;47;42;35;37;53;70;52;62;53;37;53;81;44;19;19;22;29;56;37;49;54;15;47;43;18;30;52;15;18;19;19;22;29;30;35;37;37;37;42;43;44;47;47;49;52;52;53;53;53;54;56;62;70;81
1;16;4;9;3;45;19;46;3;-10;-2;35;11;46;-4;21;16;46;29;50;14;5;-1;33;11;31;-11;27;48;7;7;36;3;50;88;47;-11;-10;-4;-2;-1;3;5;7;7;11;11;14;16;21;27;29;31;33;35;36;46;46;47;48;50;50;88
28;43;46;5;23;17;21;31;12;20;41;26;33;39;32;36;63;46;44;61;50;44;69;50;61;65;41;11;36;2;42;49;31;31;39;11;2;11;11;20;26;31;31;32;33;36;36;39;39;41;41;42;44;44;46;49;50;50;61;61;63;65;69
5;23;10;35;35;1;37;22;38;34;30;-14;38;10;24;48;43;18;52;31;51;27;39;1;27;15;30;69;45;62;56;43;70;18;7;24;-14;1;7;10;15;18;18;24;24;27;27;30;30;31;34;38;39;43;43;45;48;51;52;56;62;69;70
40;44;13;27;30;37;43;24;42;48;66;77;82;59;65;69;54;62;76;65;72;22;34;31;46;26;47;65;48;63;71;45;53;68;54;79;22;26;31;34;45;46;47;48;48;53;54;54;59;62;63;65;65;65;66;68;69;71;72;76;77;79;82
43;42;32;9;5;14;30;47;6;33;45;56;68;86;44;38;41;53;54;79;31;38;25;36;58;66;31;38;38;1;19;35;6;25;42;19;1;6;19;19;25;25;31;31;33;35;36;38;38;38;38;41;42;44;45;53;54;56;58;66;68;79;86
43;13;26;47;24;45;45;36;28;81;62;77;75;64;60;40;22;55;46;32;28;60;40;63;65;45;40;72;80;69;60;44;38;89;69;54;22;28;32;38;40;40;40;44;45;46;54;55;60;60;60;62;63;64;65;69;69;72;75;77;80;81;89
11;19;32;35;37;28;4;12;42;33;46;24;0;18;40;44;56;46;22;27;46;60;68;51;29;28;63;19;37;70;29;29;60;32;36;67;0;18;19;22;24;27;28;29;29;29;32;33;36;37;40;44;46;46;46;51;56;60;60;63;67;68;70
49;12;29;12;48;47;16;11;34;46;91;83;65;47;73;22;53;41;16;6;41;26;74;76;42;27;52;25;8;37;46;52;67;46;57;69;6;8;16;22;25;26;27;37;41;41;42;46;46;46;47;52;52;53;57;65;67;69;73;74;76;83;91
42;28;29;13;11;20;18;16;23;37;51;58;42;43;50;36;28;45;29;33;31;29;35;47;29;32;37;18;9;32;28;22;23;28;32;41;9;18;22;23;28;28;28;29;29;29;31;32;32;32;33;35;36;37;37;41;42;43;45;47;50;51;58
0;2;1;32;15;41;40;3;16;31;-2;35;40;-6;15;28;5;43;40;-11;1;24;-3;25;29;-14;9;55;20;33;35;5;16;77;36;54;-14;-11;-6;-3;-2;1;5;5;9;15;16;20;24;25;28;29;31;33;35;35;36;40;40;43;54;55;77
4;34;39;0;41;45;27;44;34;-9;31;38;11;37;29;30;73;79;44;66;57;22;64;80;59;75;70;11;40;20;56;82;64;61;77;79;-9;11;11;20;22;29;30;31;37;38;40;44;56;57;59;61;64;64;66;70;73;75;77;79;79;80;82
8;0;12;5;10;48;2;11;39;3;11;37;-10;0;38;-5;-4;45;-12;2;19;5;18;44;13;5;47;7;0;44;0;4;49;36;51;81;-12;-10;-5;-4;0;0;0;2;3;4;5;5;7;11;13;18;19;36;37;38;44;44;45;47;49;51;81
41;8;41;39;32;25;26;38;33;71;67;57;60;77;56;47;31;19;32;27;29;71;71;52;62;71;69;53;62;54;50;61;57;33;58;47;19;27;29;31;32;33;47;47;50;52;53;54;56;57;57;58;60;61;62;62;67;69;71;71;71;71;77
26;3;44;22;37;31;31;14;8;40;59;51;49;36;31;25;32;22;31;1;-3;50;73;56;65;49;35;53;36;28;61;46;34;60;25;30;-3;1;22;25;25;28;30;31;31;32;34;35;36;36;40;46;49;49;50;51;53;56;59;60;61;65;73
14;43;16;30;8;31;2;35;10;33;10;38;-4;42;8;55;35;59;42;73;35;28;22;30;11;36;21;25;62;35;5;23;-1;23;53;38;-4;-1;5;8;10;11;21;22;23;23;25;28;30;33;35;35;35;36;38;38;42;42;53;55;59;62;73
25;11;24;29;6;31;4;36;14;35;18;49;11;55;35;24;5;27;0;41;18;50;24;50;18;48;25;31;59;42;9;29;10;27;57;25;0;5;9;10;11;18;18;18;24;24;25;25;27;27;29;31;35;35;41;42;48;49;50;50;55;57;59
14;29;10;17;49;44;31;3;25;11;53;57;33;7;20;34;74;66;57;16;34;27;55;46;28;-4;31;42;18;25;60;39;57;61;36;59;-4;7;11;16;18;20;25;27;28;31;33;34;34;36;39;42;46;53;55;57;57;57;59;60;61;66;74
41;8;46;17;38;32;6;34;3;57;62;57;38;68;25;12;29;26;14;38;-9;63;72;68;42;67;36;11;39;1;42;57;22;37;57;27;-9;1;11;12;14;22;25;26;27;29;36;37;38;38;39;42;42;57;57;57;57;62;63;67;68;68;72
48;24;46;44;1;14;20;45;3;81;43;59;67;78;39;55;12;31;42;65;9;81;42;60;61;82;41;64;81;34;4;44;-3;18;49;3;-3;3;4;9;12;18;31;34;39;41;42;42;43;44;49;55;59;60;61;64;65;67;78;81;81;81;82
4;38;34;31;22;13;7;18;36;20;15;5;7;10;36;50;46;44;44;38;60;52;53;41;40;49;51;28;46;55;19;32;43;7;29;38;5;7;7;10;15;19;20;28;29;32;36;38;38;40;41;43;44;44;46;46;49;50;51;52;53;55;60
21;11;19;9;46;14;46;41;7;22;67;32;63;60;13;6;37;10;41;43;9;11;55;27;48;42;19;43;45;6;75;67;44;52;50;2;2;6;6;9;10;11;13;19;22;27;32;37;41;42;43;43;44;45;48;50;52;55;60;63;67;67;75
48;39;40;45;20;49;5;35;23;81;62;93;44;67;51;72;45;77;34;70;55;83;41;81;45;66;60;35;64;52;14;42;39;51;80;62;14;34;35;39;41;42;44;45;45;51;51;52;55;60;62;62;64;66;67;70;72;77;80;81;81;83;93
44;10;5;24;31;34;38;39;16;66;59;71;81;81;56;26;41;40;36;39;18;21;16;25;32;24;5;51;52;33;64;52;45;53;66;30;5;16;18;21;24;25;26;30;32;33;36;39;40;41;45;51;52;52;53;56;59;64;66;66;71;81;81
17;29;15;19;11;44;2;4;37;20;22;60;7;5;46;31;20;57;26;33;58;17;9;59;3;6;42;2;19;55;5;8;47;41;32;62;2;3;5;5;6;7;8;9;17;19;20;20;22;26;31;32;33;41;42;46;47;55;57;58;59;60;62
38;20;19;47;17;41;1;44;7;81;43;72;26;73;33;52;25;41;4;52;22;65;28;49;15;50;20;32;82;50;15;48;21;26;82;39;4;15;15;20;21;22;25;26;26;28;32;33;39;41;43;48;49;50;50;52;52;65;72;73;81;82;82
30;33;19;20;45;46;10;29;39;49;65;56;26;44;64;48;58;71;34;47;70;28;46;45;10;28;44;28;45;51;52;68;72;49;56;68;10;26;28;28;28;34;44;44;45;45;46;47;48;49;49;51;52;56;56;58;64;65;68;68;70;71;72
46;28;44;49;15;0;39;2;18;76;57;29;68;29;56;76;40;14;50;10;41;93;51;27;68;32;43;76;49;56;41;9;28;35;-11;6;-11;6;9;10;14;27;28;29;29;32;35;40;41;41;43;49;50;51;56;56;57;68;68;76;76;76;93
32;34;49;0;7;38;33;4;9;23;31;55;45;22;23;22;23;63;60;22;23;31;52;87;69;43;58;13;-9;8;25;8;-4;52;30;29;-9;-4;8;8;13;22;22;22;23;23;23;23;25;29;30;31;31;43;45;52;52;55;58;60;63;69;87
15;34;21;33;35;14;3;36;46;34;48;26;8;36;45;64;63;31;19;61;68;38;45;17;12;50;54;31;54;68;29;58;72;14;45;59;8;12;14;17;19;26;29;31;31;34;36;38;45;45;45;48;50;54;54;58;59;61;63;64;68;68;72
14;7;13;21;40;14;16;5;24;19;47;24;20;4;21;25;28;3;14;12;11;25;38;11;14;2;31;24;8;26;45;29;48;27;12;21;2;3;4;8;11;11;12;12;14;14;19;20;21;21;24;24;25;25;26;27;28;29;31;38;45;47;48
44;47;48;16;26;48;40;26;21;44;66;80;71;54;59;62;70;88;75;61;57;62;69;94;72;60;55;38;29;20;46;37;32;80;73;58;20;29;32;37;38;44;46;54;55;57;58;59;60;61;62;62;66;69;70;71;72;73;75;80;80;88;94
32;40;4;37;14;21;22;18;28;61;44;48;53;50;49;70;35;47;61;50;55;39;10;13;11;4;30;51;49;52;21;21;41;43;33;34;4;10;11;13;21;21;30;33;34;35;39;41;43;44;47;48;49;49;50;50;51;52;53;55;61;61;70
35;20;32;9;20;6;14;20;38;35;47;34;30;52;70;29;28;12;34;22;49;35;42;28;40;40;70;4;21;36;20;39;49;2;6;38;2;4;6;12;20;21;22;28;28;29;30;34;34;35;35;36;38;39;40;40;42;47;49;49;52;70;70
12;32;37;26;41;48;22;9;25;30;46;58;32;11;35;53;69;72;43;35;40;44;62;79;50;41;60;43;30;35;52;47;49;58;51;55;11;30;30;32;35;35;35;40;41;43;43;44;46;47;49;50;51;52;53;55;58;58;60;62;69;72;79
47;7;28;32;40;32;6;25;1;67;74;59;49;69;37;20;41;39;-1;19;5;46;65;43;20;33;13;32;53;28;42;47;21;18;37;27;-1;5;13;18;19;20;20;21;27;28;32;33;37;37;39;41;42;43;46;47;49;53;59;65;67;69;74
36;25;27;15;20;24;17;40;32;44;42;50;37;67;66;28;30;42;28;50;41;23;37;44;42;48;41;25;46;31;28;56;37;38;49;53;23;25;28;28;28;30;31;37;37;37;38;41;41;42;42;42;44;44;46;48;49;50;50;53;56;66;67
47;48;15;6;15;40;44;15;37;47;50;87;76;53;80;34;55;84;72;45;84;9;14;44;39;21;32;30;14;23;48;21;50;67;46;66;9;14;14;21;21;23;30;32;34;39;44;45;46;47;48;50;50;53;55;66;67;72;76;80;84;84;87
3;41;27;26;36;31;0;2;15;24;34;16;-13;-9;17;61;64;71;24;41;45;46;47;54;18;10;27;23;18;41;24;24;34;19;25;33;-13;-9;10;16;17;18;18;19;23;24;24;24;24;25;27;33;34;34;41;41;45;46;47;54;61;64;71
39;21;0;16;48;8;7;19;0;52;71;42;44;46;29;17;64;14;12;23;2;8;28;-7;-4;0;-13;5;22;0;45;61;44;0;15;-6;-13;-7;-6;-4;0;0;0;2;5;8;12;14;15;17;22;23;28;29;42;44;44;45;46;52;61;64;71
36;2;20;6;9;12;17;26;1;41;29;30;36;56;36;-9;-1;11;11;28;-2;16;24;13;19;42;3;8;18;-3;22;16;2;21;22;7;-9;-3;-2;-1;2;3;7;8;11;11;13;16;16;18;19;21;22;22;24;28;29;30;36;36;41;42;56
38;24;34;44;21;1;36;49;27;74;54;36;59;78;63;61;28;25;56;71;31;65;55;31;50;78;53;66;86;70;39;50;47;35;45;18;18;25;28;31;31;35;36;39;45;47;50;50;53;54;55;56;59;61;63;65;66;70;71;74;78;78;86
40;25;40;8;9;18;6;22;19;38;42;39;40;62;47;24;25;29;29;31;27;34;35;48;33;59;49;5;21;12;15;23;16;16;31;19;5;12;15;16;16;19;21;23;24;25;27;29;29;31;31;33;34;35;38;39;40;42;47;48;49;59;62
10;5;46;16;40;23;33;20;43;19;33;13;31;15;44;13;34;19;22;6;28;53;78;51;74;63;74;40;19;51;62;41;77;45;23;64;6;13;13;15;19;19;19;22;23;28;31;33;34;40;41;44;45;51;51;53;62;63;64;74;74;77;78
29;24;29;7;28;13;20;7;47;20;52;38;35;31;59;24;45;29;36;18;62;35;37;40;31;29;67;23;-4;40;29;31;59;28;8;51;-4;8;18;20;23;24;28;29;29;29;31;31;31;35;35;36;37;38;40;40;45;51;52;59;59;62;67
13;16;12;32;33;29;43;45;49;44;32;25;51;48;56;32;33;30;58;57;55;28;34;21;50;38;41;61;65;73;71;65;63;67;64;75;21;25;28;30;32;32;33;34;38;41;44;48;50;51;55;56;57;58;61;63;64;65;65;67;71;73;75
14;31;24;48;48;47;33;4;7;50;52;58;40;9;18;63;69;75;64;15;19;70;52;63;55;21;12;80;47;55;68;43;48;66;49;34;9;12;15;18;19;21;34;40;43;47;48;49;50;52;52;55;55;58;63;63;64;66;68;69;70;75;80
19;31;22;24;37;17;21;10;26;25;37;29;38;28;41;54;57;42;48;34;40;39;41;27;38;17;42;25;25;35;55;33;49;38;23;30;17;23;25;25;25;27;28;29;30;33;34;35;37;38;38;38;39;40;41;41;42;42;48;49;54;55;57
2;21;37;44;44;3;2;17;23;32;36;-10;-14;5;25;58;46;17;3;20;41;67;63;32;33;38;47;36;49;49;45;48;54;-14;15;16;-14;-14;-10;3;5;15;16;17;20;25;32;32;33;36;36;38;41;45;46;47;48;49;49;54;58;63;67
44;8;20;6;38;37;22;20;36;37;75;69;50;62;73;6;34;41;15;16;44;20;40;50;22;34;47;13;20;25;51;53;68;45;41;59;6;13;15;16;20;20;22;25;34;34;37;40;41;41;44;45;47;50;50;51;53;59;62;68;69;73;75
49;12;37;24;5;9;44;47;13;73;46;52;89;90;53;27;1;18;46;47;6;55;42;45;73;65;42;64;65;32;29;42;6;39;56;19;1;6;6;18;19;27;29;32;39;42;42;42;45;46;46;47;52;53;55;56;64;65;65;73;73;89;90
39;7;25;38;12;32;36;40;3;60;46;67;68;61;25;27;14;28;26;35;-10;43;36;57;54;51;9;56;77;23;45;46;8;49;64;28;-10;8;9;14;23;25;26;27;28;28;35;36;43;45;46;46;49;51;54;56;57;60;61;64;67;68;77
20;4;44;32;33;28;36;29;48;45;44;47;40;37;62;34;37;19;20;24;47;72;65;56;65;69;75;50;51;71;53;51;69;45;39;74;19;20;24;34;37;37;39;40;44;45;45;47;47;50;51;51;53;56;62;65;65;69;69;71;72;74;75
20;48;44;37;41;19;49;34;48;40;48;24;51;37;49;80;71;48;94;64;85;61;76;57;82;74;72;81;54;78;87;75;69;57;48;58;24;37;40;48;48;48;49;51;54;57;57;58;61;64;69;71;72;74;75;76;78;80;81;82;85;87;94
46;3;12;18;4;9;38;33;25;57;45;52;75;73;58;4;4;-2;23;23;26;30;-3;2;44;39;20;41;47;32;30;27;24;47;31;29;-3;-2;2;4;4;20;23;23;24;26;27;29;30;30;31;32;39;41;44;45;47;47;52;57;58;73;75
21;1;22;22;26;8;11;23;34;36;31;19;27;43;49;18;11;-10;-2;18;27;39;41;18;23;33;44;25;30;48;23;44;60;4;29;37;-10;-2;4;11;18;18;18;19;23;23;25;27;27;29;30;31;33;36;37;39;41;43;44;44;48;49;60
31;23;15;6;10;3;9;5;7;37;37;21;26;28;32;23;30;7;19;10;15;7;13;-2;21;1;8;8;3;11;12;14;17;11;8;9;-2;1;3;7;7;8;8;8;9;10;11;11;12;13;14;15;17;19;21;21;23;26;28;30;32;37;37
31;33;19;44;42;40;48;14;33;64;61;60;71;27;64;63;66;58;61;27;51;48;48;42;62;17;50;75;50;57;86;51;70;84;38;60;17;27;27;38;42;48;48;50;50;51;51;57;58;60;60;61;61;62;63;64;64;66;70;71;75;84;86
30;35;39;35;2;6;26;22;45;52;25;20;37;44;68;66;31;41;43;43;66;61;28;32;57;49;78;52;55;72;22;14;39;31;8;51;8;14;20;22;25;28;31;31;32;37;39;41;43;43;44;49;51;52;52;55;57;61;66;66;68;72;78
15;34;37;36;19;7;33;5;6;49;29;6;32;16;18;55;51;30;62;29;30;69;36;26;61;24;30;52;25;35;49;23;14;35;4;-1;-1;4;6;14;16;18;23;24;25;26;29;29;30;30;30;32;35;35;36;49;49;51;52;55;61;62;69
16;31;16;3;39;1;1;35;15;7;47;15;14;38;24;25;54;29;14;60;40;9;51;13;17;35;20;-3;20;12;39;58;54;-6;19;-1;-6;-3;-1;7;9;12;13;14;14;15;17;19;20;20;24;25;29;35;38;39;40;47;51;54;54;58;60
37;4;37;26;48;5;23;47;25;56;79;26;49;68;51;24;38;-2;10;45;19;53;81;24;42;83;44;46;67;36;65;87;60;23;48;20;-2;10;19;20;23;24;24;26;36;38;42;44;45;46;48;49;51;53;56;60;65;67;68;79;81;83;87
15;25;1;13;2;48;23;18;27;25;11;54;34;33;25;24;20;69;47;33;49;6;3;38;8;4;19;34;13;21;8;4;11;69;55;59;3;4;4;6;8;8;11;11;13;19;20;21;24;25;25;33;33;34;34;38;47;49;54;55;59;69;69
31;40;4;38;49;0;3;46;2;56;71;15;32;58;21;65;78;40;31;83;37;38;47;-5;0;36;2;37;71;21;42;85;31;-11;27;2;-11;-5;0;2;2;15;21;21;27;31;31;32;36;37;37;38;40;42;47;56;58;65;71;71;78;83;85
21;17;0;27;33;0;15;32;35;48;45;9;27;41;37;30;48;-3;25;35;37;13;33;-9;12;21;26;30;57;46;48;55;52;12;18;30;-9;-3;9;12;12;13;18;21;25;26;27;30;30;30;33;35;37;37;41;45;46;48;48;48;52;55;57
12;8;36;44;48;33;9;46;6;44;55;30;15;46;2;39;37;37;-1;38;-2;75;71;54;44;77;37;33;70;38;54;84;37;27;59;19;-2;-1;2;15;19;27;30;33;37;37;37;37;38;38;39;44;44;46;54;54;55;59;70;71;75;77;84
3;32;9;19;7;20;43;48;45;16;-8;14;43;31;48;46;19;32;61;73;65;10;-4;12;48;45;38;62;66;50;36;42;37;53;53;47;-8;-4;10;12;14;16;19;31;32;36;37;38;42;43;45;46;47;48;48;50;53;53;61;62;65;66;73
36;25;39;15;30;29;8;49;45;49;61;64;39;77;68;28;54;54;20;67;61;53;55;67;44;72;72;3;47;59;33;73;64;21;59;69;3;20;21;28;33;39;44;47;49;53;54;54;55;59;59;61;61;64;64;67;67;68;69;72;72;73;77
7;33;33;25;26;23;28;3;22;18;15;15;19;-3;13;50;54;47;45;20;47;51;47;44;53;25;35;38;25;41;46;25;45;37;25;34;-3;13;15;15;18;19;20;25;25;25;25;34;35;37;38;41;44;45;45;46;47;47;47;50;51;53;54
29;40;42;44;20;16;33;25;42;59;47;41;57;53;54;71;56;55;63;63;79;82;52;58;56;60;83;57;51;81;46;44;49;47;35;44;35;41;44;44;46;47;47;49;51;52;53;54;55;56;56;57;57;58;59;60;63;63;71;79;81;82;83
48;24;37;5;26;39;11;8;3;47;67;79;52;47;35;12;35;43;27;29;27;28;58;59;36;44;31;-2;-2;8;17;33;12;33;30;33;-2;-2;8;12;12;17;27;27;28;29;30;31;33;33;33;35;35;36;43;44;47;47;52;58;59;67;79
26;15;32;15;6;39;2;7;34;26;15;51;28;25;54;10;14;50;-3;3;33;40;29;70;31;32;58;4;17;43;6;-1;20;25;26;59;-3;-1;3;4;6;10;14;15;17;20;25;25;26;26;28;29;31;32;33;40;43;50;51;54;58;59;70
33;15;6;20;29;18;31;30;23;39;49;32;49;53;43;34;29;29;46;26;24;22;16;9;25;33;27;43;44;38;50;49;35;35;28;23;9;16;22;23;24;25;26;27;28;29;29;32;33;34;35;35;38;39;43;43;44;46;49;49;49;50;53
43;4;25;17;38;37;17;34;16;60;62;71;44;76;45;7;35;28;13;34;7;23;60;45;35;55;27;19;47;31;51;63;47;54;69;40;7;7;13;19;23;27;28;31;34;35;35;40;44;45;45;47;47;51;54;55;60;60;62;63;69;71;76
46;16;17;27;7;11;45;43;38;72;44;48;71;71;82;29;12;15;50;43;43;27;19;12;45;49;48;61;57;49;35;34;41;41;44;29;12;12;15;19;27;29;29;34;35;41;41;43;43;44;44;45;48;48;49;49;50;57;61;71;71;72;82
28;3;15;44;24;27;14;49;27;68;52;39;36;62;43;43;19;13;0;44;11;52;37;23;15;58;27;38;87;54;25;62;44;26;68;43;0;11;13;15;19;23;25;26;27;36;37;38;39;43;43;43;44;44;52;52;54;58;62;62;68;68;87
45;45;34;19;3;18;8;37;29;44;38;46;44;78;55;64;43;52;33;65;65;53;35;47;29;59;60;8;37;32;11;35;15;12;43;34;8;11;12;15;29;32;33;34;35;35;37;38;43;43;44;44;46;47;52;53;55;59;60;64;65;65;78
12;47;13;18;15;46;14;15;6;30;23;47;22;22;14;49;59;90;57;55;51;25;20;49;12;18;6;22;21;22;27;22;16;57;57;47;6;12;14;16;18;20;21;22;22;22;22;22;23;25;27;30;47;47;49;49;51;55;57;57;57;59;90
15;6;22;19;19;9;24;28;16;26;22;5;27;39;29;20;24;-5;14;33;5;36;33;31;34;41;19;32;38;30;40;32;29;32;23;24;-5;5;5;14;19;20;22;23;24;24;26;27;29;29;30;31;32;32;32;33;33;34;36;38;39;40;41
19;48;23;33;43;41;4;46;37;32;61;44;21;48;39;66;86;69;49;85;74;50;52;48;11;56;44;27;61;50;37;74;75;40;87;59;11;21;27;32;37;39;40;44;44;48;48;49;50;50;52;56;59;61;61;66;69;74;74;75;85;86;87
4;12;0;33;30;8;2;39;6;18;32;1;-1;35;3;33;28;12;7;38;18;15;25;-3;-12;29;-7;19;67;23;32;64;36;-9;32;7;-12;-9;-7;-3;-1;1;3;7;7;12;15;18;18;19;23;25;28;29;32;32;32;33;35;36;38;64;67
2;42;14;9;19;33;47;43;0;6;11;21;40;28;-2;46;61;69;82;80;33;20;32;31;44;54;2;56;45;-11;52;54;18;76;61;22;-11;-2;2;6;11;18;20;21;22;28;31;32;33;40;44;45;46;52;54;54;56;61;61;69;76;80;82
6;5;1;31;43;43;12;13;10;20;33;34;14;8;5;20;37;32;13;1;-5;13;34;36;-3;9;1;31;37;32;42;47;44;43;41;46;-5;-3;1;1;5;8;9;13;13;14;20;20;31;32;32;33;34;34;36;37;37;41;42;43;44;46;47
33;42;22;31;30;32;35;22;49;49;54;64;65;40;71;58;52;56;77;61;84;36;35;53;41;36;64;57;51;71;63;32;75;57;50;67;32;35;36;36;40;41;49;50;51;52;53;54;56;57;57;58;61;63;64;64;65;67;71;71;75;77;84
48;24;46;49;4;38;26;32;38;86;36;71;61;79;86;64;9;42;46;37;56;90;30;69;67;64;80;57;70;77;23;23;34;60;58;68;9;23;23;30;34;36;37;42;46;56;57;58;60;61;64;64;67;68;69;70;71;77;79;80;86;86;90
47;7;28;30;21;42;23;23;35;60;68;84;63;69;63;37;24;47;23;16;35;54;29;65;39;38;46;52;39;49;41;29;55;57;56;66;16;23;24;29;29;35;37;38;39;39;41;46;47;49;52;54;55;56;57;60;63;63;65;66;68;69;84
0;12;46;35;24;29;0;28;24;34;14;10;-2;21;16;34;20;38;5;27;34;77;51;60;27;71;70;15;61;57;20;43;42;12;42;44;-2;5;10;12;14;15;16;20;20;21;27;27;34;34;34;38;42;42;43;44;51;57;60;61;70;71;77
40;38;42;37;0;13;38;42;1;68;31;40;69;62;38;55;19;42;68;77;38;59;37;49;64;65;29;61;62;27;25;41;-4;31;41;12;-4;12;19;25;27;29;31;31;37;38;38;40;41;41;42;49;55;59;61;62;62;64;65;68;68;69;77
34;30;16;37;45;14;1;18;36;60;68;38;34;37;53;47;60;34;12;37;58;52;53;19;3;22;33;22;44;57;34;54;70;14;31;31;3;12;14;19;22;22;31;31;33;34;34;34;37;37;38;44;47;52;53;53;54;57;58;60;60;68;70
39;20;30;19;39;6;20;36;23;58;67;40;57;69;58;37;45;22;22;50;36;35;57;16;41;62;34;26;55;31;41;59;62;24;35;25;16;22;22;24;25;26;31;34;35;35;36;37;40;41;41;45;50;55;57;57;58;58;59;62;62;67;69
10;31;22;43;13;43;36;12;44;49;20;49;26;3;52;59;32;67;59;24;64;49;15;58;54;32;62;75;37;69;34;11;42;67;51;68;3;11;15;20;24;26;32;32;34;37;42;49;49;49;51;52;54;58;59;59;62;64;67;67;68;69;75
33;13;47;19;41;1;16;40;16;39;70;32;46;73;43;13;36;-1;9;47;24;53;87;38;63;86;58;23;42;15;37;77;57;-3;35;-3;-3;-3;-1;9;13;15;23;24;32;35;36;37;38;39;42;43;46;47;53;57;58;63;70;73;77;86;87
